,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1035,jsat,32237 (2.37-2.98),32238 (6.40-6.80),61.05006408691406,0.01,3.22,0.13,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.4666,0.0,0.0482738,8.48,20.94,7.93
840,jsat,32234 (3.50-3.70),32238 (2.46-2.72),73.26011657714844,4.8,9.13,1.3,25.546,0.0,2.14927,13.34,18.74,8.79,9.47367,0.0,0.0287791,8.54,27.87,7.49
991,jsat,32235 (6.07-6.42),32238 (6.40-6.80),85.47007751464844,5.01,1.6,0.32,25.5268,0.0,0.862729,13.49,19.34,7.61,9.4666,0.0,0.0482738,8.48,20.94,7.93
682,jsat,32228 (4.42-4.72),32237 (2.37-2.98),85.47007751464844,3.47,0.73,0.17,25.7448,7.0675,,11.94,23.43,7.97,9.48679,0.0,0.0285357,8.47,24.16,7.8
987,jsat,32235 (6.07-6.42),32237 (3.74-4.01),97.68008422851562,4.91,6.86,1.48,25.5268,0.0,0.862729,13.49,19.34,7.61,9.4875,0.0,0.0881912,8.58,12.48,9.09
839,jsat,32234 (3.50-3.70),32237 (3.74-4.01),97.68009948730469,4.76,6.26,0.3,25.546,0.0,2.14927,13.34,18.74,8.79,9.4875,0.0,0.0881912,8.58,12.48,9.09
1056,jsat,32237 (3.74-4.01),32238 (6.40-6.80),109.89009094238281,0.1,8.46,1.16,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.4666,0.0,0.0482738,8.48,20.94,7.93
964,jsat,32235 (5.55-5.98),32237 (3.74-4.01),109.89010620117188,5.08,7.41,1.61,25.5361,0.0,0.926972,13.66,19.89,7.48,9.4875,0.0,0.0881912,8.58,12.48,9.09
1125,jsat,32238 (6.40-6.80),32239 (5.80-6.10),109.89012145996094,0.27,10.07,1.09,9.4666,0.0,0.0482738,8.48,20.94,7.93,9.46983,0.0,0.0811663,8.75,10.87,9.02
1123,jsat,32238 (6.40-6.80),32239 (3.90-4.20),122.10008239746094,0.09,2.27,0.18,9.4666,0.0,0.0482738,8.48,20.94,7.93,9.47201,0.0,0.122662,8.39,18.67,8.11
1039,jsat,32237 (2.37-2.98),32239 (5.80-6.10),122.10008239746094,0.28,13.29,1.22,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.46983,0.0,0.0811663,8.75,10.87,9.02
1060,jsat,32237 (3.74-4.01),32239 (5.80-6.10),122.10011291503906,0.17,1.61,0.07,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.46983,0.0,0.0811663,8.75,10.87,9.02
899,jsat,32234 (5.10-5.55),32238 (6.40-6.80),134.31011962890625,4.09,13.18,0.89,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.4666,0.0,0.0482738,8.48,20.94,7.93
963,jsat,32235 (5.55-5.98),32237 (2.37-2.98),134.3101348876953,5.19,4.27,0.32,25.5361,0.0,0.926972,13.66,19.89,7.48,9.48679,0.0,0.0285357,8.47,24.16,7.8
901,jsat,32234 (5.10-5.55),32239 (3.90-4.20),134.3101348876953,4.18,10.91,0.71,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47201,0.0,0.122662,8.39,18.67,8.11
986,jsat,32235 (6.07-6.42),32237 (2.37-2.98),146.52011108398438,5.02,4.82,0.19,25.5268,0.0,0.862729,13.49,19.34,7.61,9.48679,0.0,0.0285357,8.47,24.16,7.8
1017,jsat,32235 (6.49-6.84),32239 (4.56-4.95),146.52011108398438,5.39,7.22,1.1,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47235,0.0,0.10587,8.5,14.9,8.39
972,jsat,32235 (5.55-5.98),32239 (5.80-6.10),146.52012634277344,4.91,9.02,1.54,25.5361,0.0,0.926972,13.66,19.89,7.48,9.46983,0.0,0.0811663,8.75,10.87,9.02
892,jsat,32234 (5.10-5.55),32235 (6.07-6.42),146.52012634277344,0.92,11.58,1.21,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5268,0.0,0.862729,13.49,19.34,7.61
871,jsat,32234 (4.69-4.94),32238 (6.40-6.80),146.52015686035156,3.91,15.66,1.86,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.4666,0.0,0.0482738,8.48,20.94,7.93
835,jsat,32234 (3.50-3.70),32235 (5.55-5.98),158.73013305664062,0.32,1.15,1.31,25.546,0.0,2.14927,13.34,18.74,8.79,25.5361,0.0,0.926972,13.66,19.89,7.48
864,jsat,32234 (4.69-4.94),32235 (6.07-6.42),158.7301483154297,1.1,14.06,2.18,25.5276,0.0,0.0676609,12.39,5.28,9.79,25.5268,0.0,0.862729,13.49,19.34,7.61
687,jsat,32228 (4.42-4.72),32238 (6.40-6.80),158.7301483154297,3.46,2.49,0.04,25.7448,7.0675,,11.94,23.43,7.97,9.4666,0.0,0.0482738,8.48,20.94,7.93
873,jsat,32234 (4.69-4.94),32239 (3.90-4.20),158.7301788330078,4.0,13.39,1.68,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47201,0.0,0.122662,8.39,18.67,8.11
965,jsat,32235 (5.55-5.98),32238 (2.46-2.72),158.73019409179688,5.12,7.98,0.01,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47367,0.0,0.0287791,8.54,27.87,7.49
679,jsat,32228 (4.42-4.72),32235 (5.55-5.98),170.94012451171875,1.72,3.54,0.49,25.7448,7.0675,,11.94,23.43,7.97,25.5361,0.0,0.926972,13.66,19.89,7.48
1092,jsat,32238 (4.63-5.06),32239 (4.56-4.95),170.9401397705078,0.01,4.86,0.4,9.47207,0.0,0.177642,8.51,19.76,7.99,9.47235,0.0,0.10587,8.5,14.9,8.39
1038,jsat,32237 (2.37-2.98),32239 (4.56-4.95),170.94015502929688,0.03,9.26,0.59,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.47235,0.0,0.10587,8.5,14.9,8.39
995,jsat,32235 (6.07-6.42),32239 (5.80-6.10),170.94017028808594,4.74,8.47,1.41,25.5268,0.0,0.862729,13.49,19.34,7.61,9.46983,0.0,0.0811663,8.75,10.87,9.02
1053,jsat,32237 (3.74-4.01),32238 (2.46-2.72),170.940185546875,0.04,15.39,1.6,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47367,0.0,0.0287791,8.54,27.87,7.49
1009,jsat,32235 (6.49-6.84),32237 (2.37-2.98),170.940185546875,5.42,2.04,0.51,25.5133,0.0,0.274347,13.89,22.12,7.29,9.48679,0.0,0.0285357,8.47,24.16,7.8
680,jsat,32228 (4.42-4.72),32235 (6.07-6.42),183.15016174316406,1.55,4.09,0.36,25.7448,7.0675,,11.94,23.43,7.97,25.5268,0.0,0.862729,13.49,19.34,7.61
993,jsat,32235 (6.07-6.42),32239 (3.90-4.20),183.1501922607422,5.1,0.67,0.5,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47201,0.0,0.122662,8.39,18.67,8.11
1037,jsat,32237 (2.37-2.98),32239 (3.90-4.20),183.1501922607422,0.08,5.49,0.31,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.47201,0.0,0.122662,8.39,18.67,8.11
690,jsat,32228 (4.42-4.72),32239 (4.56-4.95),183.1501922607422,3.44,8.53,0.42,25.7448,7.0675,,11.94,23.43,7.97,9.47235,0.0,0.10587,8.5,14.9,8.39
895,jsat,32234 (5.10-5.55),32237 (3.74-4.01),195.3601837158203,3.99,4.72,0.27,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.4875,0.0,0.0881912,8.58,12.48,9.09
894,jsat,32234 (5.10-5.55),32237 (2.37-2.98),195.3601837158203,4.1,16.4,1.02,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.48679,0.0,0.0285357,8.47,24.16,7.8
994,jsat,32235 (6.07-6.42),32239 (4.56-4.95),195.36019897460938,4.99,4.44,0.78,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47235,0.0,0.10587,8.5,14.9,8.39
838,jsat,32234 (3.50-3.70),32237 (2.37-2.98),195.36021423339844,4.87,5.42,0.99,25.546,0.0,2.14927,13.34,18.74,8.79,9.48679,0.0,0.0285357,8.47,24.16,7.8
843,jsat,32234 (3.50-3.70),32238 (6.40-6.80),195.36021423339844,4.86,2.2,0.86,25.546,0.0,2.14927,13.34,18.74,8.79,9.4666,0.0,0.0482738,8.48,20.94,7.93
691,jsat,32228 (4.42-4.72),32239 (5.80-6.10),207.57015991210938,3.19,12.56,1.05,25.7448,7.0675,,11.94,23.43,7.97,9.46983,0.0,0.0811663,8.75,10.87,9.02
1124,jsat,32238 (6.40-6.80),32239 (4.56-4.95),207.57020568847656,0.02,6.04,0.46,9.4666,0.0,0.0482738,8.48,20.94,7.93,9.47235,0.0,0.10587,8.5,14.9,8.39
681,jsat,32228 (4.42-4.72),32235 (6.49-6.84),207.57020568847656,1.95,1.31,0.68,25.7448,7.0675,,11.94,23.43,7.97,25.5133,0.0,0.274347,13.89,22.12,7.29
866,jsat,32234 (4.69-4.94),32237 (2.37-2.98),207.57020568847656,3.92,18.88,1.99,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.48679,0.0,0.0285357,8.47,24.16,7.8
968,jsat,32235 (5.55-5.98),32238 (6.40-6.80),207.5702362060547,5.18,1.05,0.45,25.5361,0.0,0.926972,13.66,19.89,7.48,9.4666,0.0,0.0482738,8.48,20.94,7.93
1012,jsat,32235 (6.49-6.84),32238 (4.63-5.06),219.78016662597656,5.38,2.36,0.7,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47207,0.0,0.177642,8.51,19.76,7.99
689,jsat,32228 (4.42-4.72),32239 (3.90-4.20),219.7801971435547,3.55,4.76,0.14,25.7448,7.0675,,11.94,23.43,7.97,9.47201,0.0,0.122662,8.39,18.67,8.11
836,jsat,32234 (3.50-3.70),32235 (6.07-6.42),219.7801971435547,0.15,0.6,1.18,25.546,0.0,2.14927,13.34,18.74,8.79,25.5268,0.0,0.862729,13.49,19.34,7.61
867,jsat,32234 (4.69-4.94),32237 (3.74-4.01),231.99021911621094,3.81,7.2,0.7,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.4875,0.0,0.0881912,8.58,12.48,9.09
1014,jsat,32235 (6.49-6.84),32238 (6.40-6.80),231.99021911621094,5.41,1.18,0.64,25.5133,0.0,0.274347,13.89,22.12,7.29,9.4666,0.0,0.0482738,8.48,20.94,7.93
674,jsat,32228 (4.42-4.72),32234 (3.50-3.70),244.20021057128906,1.4,4.69,0.82,25.7448,7.0675,,11.94,23.43,7.97,25.546,0.0,2.14927,13.34,18.74,8.79
847,jsat,32234 (3.50-3.70),32239 (5.80-6.10),244.20022583007812,4.59,7.87,0.23,25.546,0.0,2.14927,13.34,18.74,8.79,9.46983,0.0,0.0811663,8.75,10.87,9.02
1032,jsat,32237 (2.37-2.98),32238 (2.46-2.72),244.2002716064453,0.07,3.71,0.31,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.47367,0.0,0.0287791,8.54,27.87,7.49
1016,jsat,32235 (6.49-6.84),32239 (3.90-4.20),256.4102478027344,5.5,3.45,0.82,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47201,0.0,0.122662,8.39,18.67,8.11
1059,jsat,32237 (3.74-4.01),32239 (4.56-4.95),268.6202392578125,0.08,2.42,0.7,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47235,0.0,0.10587,8.5,14.9,8.39
903,jsat,32234 (5.10-5.55),32239 (5.80-6.10),268.6202697753906,3.82,3.11,0.2,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.46983,0.0,0.0811663,8.75,10.87,9.02
1033,jsat,32237 (2.37-2.98),32238 (4.63-5.06),293.04026794433594,0.04,4.4,0.19,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.47207,0.0,0.177642,8.51,19.76,7.99
1018,jsat,32235 (6.49-6.84),32239 (5.80-6.10),293.04026794433594,5.14,11.25,1.73,25.5133,0.0,0.274347,13.89,22.12,7.29,9.46983,0.0,0.0811663,8.75,10.87,9.02
988,jsat,32235 (6.07-6.42),32238 (2.46-2.72),293.04026794433594,4.95,8.53,0.12,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47367,0.0,0.0287791,8.54,27.87,7.49
893,jsat,32234 (5.10-5.55),32235 (6.49-6.84),293.040283203125,1.32,14.36,1.53,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5133,0.0,0.274347,13.89,22.12,7.29
896,jsat,32234 (5.10-5.55),32238 (2.46-2.72),293.04029846191406,4.03,20.11,1.33,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47367,0.0,0.0287791,8.54,27.87,7.49
1058,jsat,32237 (3.74-4.01),32239 (3.90-4.20),305.25025939941406,0.19,6.19,0.98,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47201,0.0,0.122662,8.39,18.67,8.11
684,jsat,32228 (4.42-4.72),32238 (2.46-2.72),305.2502746582031,3.4,4.44,0.48,25.7448,7.0675,,11.94,23.43,7.97,9.47367,0.0,0.0287791,8.54,27.87,7.49
676,jsat,32228 (4.42-4.72),32234 (5.10-5.55),305.2502746582031,0.63,15.67,0.85,25.7448,7.0675,,11.94,23.43,7.97,25.5233,0.0,0.0506868,12.57,7.76,8.82
865,jsat,32234 (4.69-4.94),32235 (6.49-6.84),305.2502899169922,1.5,16.84,2.5,25.5276,0.0,0.0676609,12.39,5.28,9.79,25.5133,0.0,0.274347,13.89,22.12,7.29
875,jsat,32234 (4.69-4.94),32239 (5.80-6.10),305.25030517578125,3.64,5.59,0.77,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.46983,0.0,0.0811663,8.75,10.87,9.02
675,jsat,32228 (4.42-4.72),32234 (4.69-4.94),317.4602966308594,0.45,18.15,1.82,25.7448,7.0675,,11.94,23.43,7.97,25.5276,0.0,0.0676609,12.39,5.28,9.79
902,jsat,32234 (5.10-5.55),32239 (4.56-4.95),317.46031188964844,4.07,7.14,0.43,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47235,0.0,0.10587,8.5,14.9,8.39
1077,jsat,32238 (2.46-2.72),32239 (5.80-6.10),317.46034240722656,0.21,17.0,1.53,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.46983,0.0,0.0811663,8.75,10.87,9.02
971,jsat,32235 (5.55-5.98),32239 (4.56-4.95),329.67030334472656,5.16,4.99,0.91,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47235,0.0,0.10587,8.5,14.9,8.39
1075,jsat,32238 (2.46-2.72),32239 (3.90-4.20),329.6703186035156,0.15,9.2,0.62,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.47201,0.0,0.122662,8.39,18.67,8.11
874,jsat,32234 (4.69-4.94),32239 (4.56-4.95),329.6703338623047,3.89,9.62,1.4,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47235,0.0,0.10587,8.5,14.9,8.39
868,jsat,32234 (4.69-4.94),32238 (2.46-2.72),329.67034912109375,3.85,22.59,2.3,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47367,0.0,0.0287791,8.54,27.87,7.49
1010,jsat,32235 (6.49-6.84),32237 (3.74-4.01),341.88031005859375,5.31,9.64,1.8,25.5133,0.0,0.274347,13.89,22.12,7.29,9.4875,0.0,0.0881912,8.58,12.48,9.09
685,jsat,32228 (4.42-4.72),32238 (4.63-5.06),341.8803405761719,3.43,3.67,0.02,25.7448,7.0675,,11.94,23.43,7.97,9.47207,0.0,0.177642,8.51,19.76,7.99
845,jsat,32234 (3.50-3.70),32239 (3.90-4.20),354.0903625488281,4.95,0.07,0.68,25.546,0.0,2.14927,13.34,18.74,8.79,9.47201,0.0,0.122662,8.39,18.67,8.11
1091,jsat,32238 (4.63-5.06),32239 (3.90-4.20),366.30035400390625,0.12,1.09,0.12,9.47207,0.0,0.177642,8.51,19.76,7.99,9.47201,0.0,0.122662,8.39,18.67,8.11
970,jsat,32235 (5.55-5.98),32239 (3.90-4.20),366.3003845214844,5.27,1.22,0.63,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47201,0.0,0.122662,8.39,18.67,8.11
837,jsat,32234 (3.50-3.70),32235 (6.49-6.84),366.30039978027344,0.55,3.38,1.5,25.546,0.0,2.14927,13.34,18.74,8.79,25.5133,0.0,0.274347,13.89,22.12,7.29
1011,jsat,32235 (6.49-6.84),32238 (2.46-2.72),366.30039978027344,5.35,5.75,0.2,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47367,0.0,0.0287791,8.54,27.87,7.49
869,jsat,32234 (4.69-4.94),32238 (4.63-5.06),378.5103302001953,3.88,14.48,1.8,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47207,0.0,0.177642,8.51,19.76,7.99
891,jsat,32234 (5.10-5.55),32235 (5.55-5.98),378.5103759765625,1.09,12.13,1.34,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5361,0.0,0.926972,13.66,19.89,7.48
1093,jsat,32238 (4.63-5.06),32239 (5.80-6.10),390.7203369140625,0.24,8.89,1.03,9.47207,0.0,0.177642,8.51,19.76,7.99,9.46983,0.0,0.0811663,8.75,10.87,9.02
897,jsat,32234 (5.10-5.55),32238 (4.63-5.06),390.72035217285156,4.06,12.0,0.83,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47207,0.0,0.177642,8.51,19.76,7.99
989,jsat,32235 (6.07-6.42),32238 (4.63-5.06),390.72035217285156,4.98,0.42,0.38,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47207,0.0,0.177642,8.51,19.76,7.99
846,jsat,32234 (3.50-3.70),32239 (4.56-4.95),390.7203826904297,4.84,3.84,0.4,25.546,0.0,2.14927,13.34,18.74,8.79,9.47235,0.0,0.10587,8.5,14.9,8.39
863,jsat,32234 (4.69-4.94),32235 (5.55-5.98),390.72039794921875,1.27,14.61,2.31,25.5276,0.0,0.0676609,12.39,5.28,9.79,25.5361,0.0,0.926972,13.66,19.89,7.48
1054,jsat,32237 (3.74-4.01),32238 (4.63-5.06),439.5603790283203,0.07,7.28,1.1,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47207,0.0,0.177642,8.51,19.76,7.99
1076,jsat,32238 (2.46-2.72),32239 (4.56-4.95),463.98045349121094,0.04,12.97,0.9,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.47235,0.0,0.10587,8.5,14.9,8.39
966,jsat,32235 (5.55-5.98),32238 (4.63-5.06),500.6104431152344,5.15,0.13,0.51,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47207,0.0,0.177642,8.51,19.76,7.99
841,jsat,32234 (3.50-3.70),32238 (4.63-5.06),561.6605224609375,4.83,1.02,0.8,25.546,0.0,2.14927,13.34,18.74,8.79,9.47207,0.0,0.177642,8.51,19.76,7.99
719,jsat,32228 (5.22-5.50),32238 (5.72-6.08),598.2906494140625,3.35,4.72,0.13,25.7248,9.63407,,11.81,21.24,8.03,9.46889,0.0,0.0927535,8.46,16.52,8.16
758,jsat,32228 (6.20-6.48),32238 (3.58-3.84),732.6007080078125,3.03,0.36,0.12,25.7023,12.8457,,11.52,21.79,7.96,9.47125,0.0,0.0842352,8.49,22.15,7.84
714,jsat,32228 (5.22-5.50),32235 (6.49-6.84),781.4407958984375,2.08,0.88,0.74,25.7248,9.63407,,11.81,21.24,8.03,25.5133,0.0,0.274347,13.89,22.12,7.29
921,jsat,32235 (3.49-3.87),32238 (5.72-6.08),793.6507415771484,5.21,4.14,0.16,25.5696,0.0,0.962967,13.67,20.66,8.0,9.46889,0.0,0.0927535,8.46,16.52,8.16
715,jsat,32228 (5.22-5.50),32237 (2.37-2.98),854.7008666992188,3.34,2.92,0.23,25.7248,9.63407,,11.81,21.24,8.03,9.48679,0.0,0.0285357,8.47,24.16,7.8
923,jsat,32235 (3.49-3.87),32239 (3.20-3.40),854.7009735107422,5.22,1.8,0.04,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47453,0.0,0.0793621,8.45,22.46,7.96
712,jsat,32228 (5.22-5.50),32235 (5.55-5.98),866.9108428955078,1.85,1.35,0.55,25.7248,9.63407,,11.81,21.24,8.03,25.5361,0.0,0.926972,13.66,19.89,7.48
713,jsat,32228 (5.22-5.50),32235 (6.07-6.42),879.1209106445312,1.68,1.9,0.42,25.7248,9.63407,,11.81,21.24,8.03,25.5268,0.0,0.862729,13.49,19.34,7.61
707,jsat,32228 (5.22-5.50),32234 (3.50-3.70),927.9609375,1.53,2.5,0.76,25.7248,9.63407,,11.81,21.24,8.03,25.546,0.0,2.14927,13.34,18.74,8.79
717,jsat,32228 (5.22-5.50),32238 (2.46-2.72),976.8009796142578,3.27,6.63,0.54,25.7248,9.63407,,11.81,21.24,8.03,9.47367,0.0,0.0287791,8.54,27.87,7.49
722,jsat,32228 (5.22-5.50),32239 (3.90-4.20),1037.851058959961,3.42,2.57,0.08,25.7248,9.63407,,11.81,21.24,8.03,9.47201,0.0,0.122662,8.39,18.67,8.11
708,jsat,32228 (5.22-5.50),32234 (4.69-4.94),1062.2710723876953,0.58,15.96,1.76,25.7248,9.63407,,11.81,21.24,8.03,25.5276,0.0,0.0676609,12.39,5.28,9.79
1108,jsat,32238 (5.72-6.08),32239 (4.56-4.95),1111.1111450195312,0.04,1.62,0.23,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47235,0.0,0.10587,8.5,14.9,8.39
950,jsat,32235 (4.03-5.00),32238 (3.58-3.84),1208.7910766601562,5.19,1.97,0.35,25.5597,0.0,0.934225,13.68,20.18,7.49,9.47125,0.0,0.0842352,8.49,22.15,7.84
1013,jsat,32235 (6.49-6.84),32238 (5.72-6.08),1221.001235961914,5.43,5.6,0.87,25.5133,0.0,0.274347,13.89,22.12,7.29,9.46889,0.0,0.0927535,8.46,16.52,8.16
686,jsat,32228 (4.42-4.72),32238 (5.72-6.08),1221.0012969970703,3.48,6.91,0.19,25.7448,7.0675,,11.94,23.43,7.97,9.46889,0.0,0.0927535,8.46,16.52,8.16
1109,jsat,32238 (5.72-6.08),32239 (5.80-6.10),1257.6312713623047,0.29,5.65,0.86,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.46983,0.0,0.0811663,8.75,10.87,9.02
1034,jsat,32237 (2.37-2.98),32238 (5.72-6.08),1257.6312866210938,0.01,7.64,0.36,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.46889,0.0,0.0927535,8.46,16.52,8.16
990,jsat,32235 (6.07-6.42),32238 (5.72-6.08),1306.4713439941406,5.03,2.82,0.55,25.5268,0.0,0.862729,13.49,19.34,7.61,9.46889,0.0,0.0927535,8.46,16.52,8.16
710,jsat,32228 (5.22-5.50),32235 (3.49-3.87),1318.6812286376953,1.86,0.58,0.03,25.7248,9.63407,,11.81,21.24,8.03,25.5696,0.0,0.962967,13.67,20.66,8.0
1055,jsat,32237 (3.74-4.01),32238 (5.72-6.08),1355.3113555908203,0.12,4.04,0.93,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.46889,0.0,0.0927535,8.46,16.52,8.16
967,jsat,32235 (5.55-5.98),32238 (5.72-6.08),1379.731430053711,5.2,3.37,0.68,25.5361,0.0,0.926972,13.66,19.89,7.48,9.46889,0.0,0.0927535,8.46,16.52,8.16
1107,jsat,32238 (5.72-6.08),32239 (3.90-4.20),1391.9414367675781,0.07,2.15,0.05,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47201,0.0,0.122662,8.39,18.67,8.11
842,jsat,32234 (3.50-3.70),32238 (5.72-6.08),1428.5714874267578,4.88,2.22,0.63,25.546,0.0,2.14927,13.34,18.74,8.79,9.46889,0.0,0.0927535,8.46,16.52,8.16
898,jsat,32234 (5.10-5.55),32238 (5.72-6.08),1452.991470336914,4.11,8.76,0.66,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.46889,0.0,0.0927535,8.46,16.52,8.16
870,jsat,32234 (4.69-4.94),32238 (5.72-6.08),1465.2014923095703,3.93,11.24,1.63,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.46889,0.0,0.0927535,8.46,16.52,8.16
1106,jsat,32238 (5.72-6.08),32239 (3.20-3.40),1501.8314819335938,0.01,5.94,0.2,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47453,0.0,0.0793621,8.45,22.46,7.96
920,jsat,32235 (3.49-3.87),32238 (4.63-5.06),1758.2417907714844,5.16,0.9,0.01,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47207,0.0,0.177642,8.51,19.76,7.99
647,jsat,32228 (3.72-4.00),32235 (6.07-6.42),1758.2418975830078,1.5,5.31,0.3,25.7514,4.76522,,11.99,24.65,7.91,25.5268,0.0,0.862729,13.49,19.34,7.61
925,jsat,32235 (3.49-3.87),32239 (4.56-4.95),1855.9218292236328,5.17,5.76,0.39,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47235,0.0,0.10587,8.5,14.9,8.39
641,jsat,32228 (3.72-4.00),32234 (3.50-3.70),1868.1320343017578,1.35,5.91,0.88,25.7514,4.76522,,11.99,24.65,7.91,25.546,0.0,2.14927,13.34,18.74,8.79
677,jsat,32228 (4.42-4.72),32235 (3.49-3.87),1880.3418884277344,1.73,2.77,0.03,25.7448,7.0675,,11.94,23.43,7.97,25.5696,0.0,0.962967,13.67,20.66,8.0
917,jsat,32235 (3.49-3.87),32237 (2.37-2.98),1880.3419036865234,5.2,3.5,0.2,25.5696,0.0,0.962967,13.67,20.66,8.0,9.48679,0.0,0.0285357,8.47,24.16,7.8
744,jsat,32228 (6.20-6.48),32235 (4.03-5.00),1916.9717254638672,2.16,1.61,0.47,25.7023,12.8457,,11.52,21.79,7.96,25.5597,0.0,0.934225,13.68,20.18,7.49
656,jsat,32228 (3.72-4.00),32239 (3.90-4.20),1916.9720611572266,3.6,5.98,0.2,25.7514,4.76522,,11.99,24.65,7.91,9.47201,0.0,0.122662,8.39,18.67,8.11
651,jsat,32228 (3.72-4.00),32238 (2.46-2.72),1929.1820983886719,3.45,3.22,0.42,25.7514,4.76522,,11.99,24.65,7.91,9.47367,0.0,0.0287791,8.54,27.87,7.49
646,jsat,32228 (3.72-4.00),32235 (5.55-5.98),1929.1820983886719,1.67,4.76,0.43,25.7514,4.76522,,11.99,24.65,7.91,25.5361,0.0,0.926972,13.66,19.89,7.48
922,jsat,32235 (3.49-3.87),32238 (6.40-6.80),1965.8119812011719,5.19,0.28,0.07,25.5696,0.0,0.962967,13.67,20.66,8.0,9.4666,0.0,0.0482738,8.48,20.94,7.93
918,jsat,32235 (3.49-3.87),32237 (3.74-4.01),2002.4419403076172,5.09,8.18,1.09,25.5696,0.0,0.962967,13.67,20.66,8.0,9.4875,0.0,0.0881912,8.58,12.48,9.09
926,jsat,32235 (3.49-3.87),32239 (5.80-6.10),2002.4419708251953,4.92,9.79,1.02,25.5696,0.0,0.962967,13.67,20.66,8.0,9.46983,0.0,0.0811663,8.75,10.87,9.02
833,jsat,32234 (3.50-3.70),32235 (3.49-3.87),2026.8619537353516,0.33,1.92,0.79,25.546,0.0,2.14927,13.34,18.74,8.79,25.5696,0.0,0.962967,13.67,20.66,8.0
919,jsat,32235 (3.49-3.87),32238 (2.46-2.72),2051.282012939453,5.13,7.21,0.51,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47367,0.0,0.0287791,8.54,27.87,7.49
648,jsat,32228 (3.72-4.00),32235 (6.49-6.84),2051.282180786133,1.9,2.53,0.62,25.7514,4.76522,,11.99,24.65,7.91,25.5133,0.0,0.274347,13.89,22.12,7.29
721,jsat,32228 (5.22-5.50),32239 (3.20-3.40),2075.7020874023438,3.36,1.22,0.07,25.7248,9.63407,,11.81,21.24,8.03,9.47453,0.0,0.0793621,8.45,22.46,7.96
