,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1596,jsat,32239 (5.80-6.10),32931 (5.70-6.00),15103.7841796875,3.54,10.72,1.17,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.6992,10.9195,0.0,12.29,21.59,7.85
1639,jsat,32239 (2.11-2.47),32931 (3.48-3.76),15152.62548828125,4.08,8.66,0.11,9.47128,0.0,0.0275171,8.53,30.41,7.33,9.73754,2.76119,0.0,12.61,39.07,7.22
1080,jsat,32234 (3.50-3.70),32239 (2.11-2.47),15177.0458984375,4.81,11.67,1.46,25.546,0.0,2.14927,13.34,18.74,8.79,9.47128,0.0,0.0275171,8.53,30.41,7.33
713,jsat,32225 (4.52-4.95),32233 (5.05-5.33),15189.25439453125,2.45,1.2,1.07,19.1233,3.4687,,9.43,21.37,7.8,25.747,0.0,1.9545,11.88,20.17,8.87
1193,jsat,32235 (3.49-3.87),32931 (2.50-2.77),15225.88623046875,1.22,23.49,1.27,25.5696,0.0,0.962967,13.67,20.66,8.0,9.73876,0.0245049,0.0,12.45,44.15,6.73
100,jsat,28767 (5.90-6.31),32931 (2.50-2.77),15250.3056640625,8.17,32.17,1.6,2.15433,0.0,,4.28,11.98,5.13,9.73876,0.0245049,0.0,12.45,44.15,6.73
1547,jsat,32239 (3.90-4.20),32931 (2.50-2.77),15262.51513671875,4.06,25.48,1.38,9.47201,0.0,0.122662,8.39,18.67,8.11,9.73876,0.0245049,0.0,12.45,44.15,6.73
586,jsat,32201 (5.90-6.20),32239 (4.56-4.95),15274.72509765625,1.05,25.21,1.02,9.6541,0.0,,9.55,40.11,7.37,9.47235,0.0,0.10587,8.5,14.9,8.39
733,jsat,32225 (4.52-4.95),32239 (2.11-2.47),15286.93603515625,0.9,9.04,0.47,19.1233,3.4687,,9.43,21.37,7.8,9.47128,0.0,0.0275171,8.53,30.41,7.33
581,jsat,32201 (5.90-6.20),32238 (4.63-5.06),15286.93798828125,1.04,20.35,0.62,9.6541,0.0,,9.55,40.11,7.37,9.47207,0.0,0.177642,8.51,19.76,7.99
1343,jsat,32235 (6.49-6.84),34188 (4.28-4.45),15286.93896484375,1.38,7.01,1.14,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8255,4.51156,0.0,15.27,15.11,8.43
1854,jsat,34189 (5.25-5.50),32930 (2.64-2.85),15299.146240234375,2.3,11.2,0.13,18.8304,10.1737,0.0,14.92,19.55,7.5,18.8147,0.0237066,0.0,12.62,30.75,7.63
1130,jsat,32234 (4.69-4.94),34165 (3.52-3.70),15360.197265625,,1.51,,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8646,13.2777,0.0,,3.77,
366,jsat,32201 (2.55-2.77),32235 (5.55-5.98),15384.6142578125,6.61,9.82,0.16,9.59389,0.0,,7.05,29.71,7.32,25.5361,0.0,0.926972,13.66,19.89,7.48
484,jsat,32201 (3.66-3.93),32238 (3.58-3.84),15409.03564453125,1.44,2.21,0.14,19.098,0.0,,7.05,19.94,7.7,9.47125,0.0,0.0842352,8.49,22.15,7.84
1325,jsat,32235 (6.49-6.84),32239 (4.56-4.95),15421.244140625,5.39,7.22,1.1,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47235,0.0,0.10587,8.5,14.9,8.39
1046,jsat,32233 (5.05-5.33),32931 (6.35-6.50),15445.66650390625,0.94,5.57,1.08,25.747,0.0,1.9545,11.88,20.17,8.87,18.6919,0.257304,0.0,12.82,25.74,7.79
969,jsat,32228 (6.20-6.48),34188 (2.24-2.41),15457.87646484375,4.45,19.32,0.07,25.7023,12.8457,,11.52,21.79,7.96,18.8204,0.0298251,0.0,15.97,41.11,7.89
1296,jsat,32235 (6.07-6.42),32931 (3.48-3.76),15470.08544921875,0.88,19.73,0.39,25.5268,0.0,0.862729,13.49,19.34,7.61,9.73754,2.76119,0.0,12.61,39.07,7.22
477,jsat,32201 (3.66-3.93),32238 (4.63-5.06),15543.3466796875,1.46,0.18,0.29,19.098,0.0,,7.05,19.94,7.7,9.47207,0.0,0.177642,8.51,19.76,7.99
502,jsat,32201 (3.66-3.93),34189 (2.87-3.20),15604.39599609375,8.75,4.46,0.33,19.098,0.0,,7.05,19.94,7.7,18.8352,5.00709,0.0,15.8,24.4,7.37
804,jsat,32228 (3.72-4.00),32233 (3.81-4.00),15653.2314453125,0.38,4.46,0.0,25.7514,4.76522,,11.99,24.65,7.91,25.7632,0.0,0.493743,12.37,29.11,7.91
1597,jsat,32239 (5.80-6.10),32931 (6.35-6.50),15653.23583984375,4.07,14.87,1.23,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.6919,0.257304,0.0,12.82,25.74,7.79
1474,jsat,32238 (5.72-6.08),32931 (2.50-2.77),15689.865234375,3.99,27.63,1.43,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.73876,0.0245049,0.0,12.45,44.15,6.73
1638,jsat,32239 (2.11-2.47),32931 (2.50-2.77),15726.49755859375,3.92,13.74,0.6,9.47128,0.0,0.0275171,8.53,30.41,7.33,9.73876,0.0245049,0.0,12.45,44.15,6.73
781,jsat,32225 (5.52-5.95),32239 (2.11-2.47),15824.17626953125,0.9,5.01,0.3,9.65691,3.46728,,9.43,25.4,7.63,9.47128,0.0,0.0275171,8.53,30.41,7.33
1641,jsat,32239 (2.11-2.47),32931 (5.70-6.00),15824.177734375,3.76,8.82,0.52,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.6992,10.9195,0.0,12.29,21.59,7.85
723,jsat,32225 (4.52-4.95),32237 (3.74-4.01),15836.3896484375,0.85,8.89,1.29,19.1233,3.4687,,9.43,21.37,7.8,9.4875,0.0,0.0881912,8.58,12.48,9.09
491,jsat,32201 (3.66-3.93),32932 (2.51-2.91),15848.599609375,7.66,18.32,0.07,19.098,0.0,,7.05,19.94,7.7,18.6118,0.02595,0.0,14.71,38.26,7.63
467,jsat,32201 (3.66-3.93),32234 (4.69-4.94),15958.486328125,5.34,14.66,2.09,19.098,0.0,,7.05,19.94,7.7,25.5276,0.0,0.0676609,12.39,5.28,9.79
647,jsat,32225 (2.70-3.00),34165 (2.00-2.33),16007.32421875,,0.0,1.05,9.48025,3.49116,,6.84,17.97,7.55,18.8512,0.0243271,0.0,,17.97,6.5
365,jsat,32201 (2.55-2.77),32235 (4.03-5.00),16031.7470703125,6.63,9.53,0.17,9.59389,0.0,,7.05,29.71,7.32,25.5597,0.0,0.934225,13.68,20.18,7.49
962,jsat,32228 (6.20-6.48),32931 (6.35-6.50),16080.58642578125,1.3,3.95,0.17,25.7023,12.8457,,11.52,21.79,7.96,18.6919,0.257304,0.0,12.82,25.74,7.79
1223,jsat,32235 (4.03-5.00),32239 (4.56-4.95),16105.0068359375,5.18,5.28,0.9,25.5597,0.0,0.934225,13.68,20.18,7.49,9.47235,0.0,0.10587,8.5,14.9,8.39
1571,jsat,32239 (4.56-4.95),32931 (3.48-3.76),16141.63525390625,4.11,24.17,1.17,9.47235,0.0,0.10587,8.5,14.9,8.39,9.73754,2.76119,0.0,12.61,39.07,7.22
1123,jsat,32234 (4.69-4.94),32931 (5.70-6.00),16141.6357421875,0.1,16.31,1.94,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.6992,10.9195,0.0,12.29,21.59,7.85
1226,jsat,32235 (4.03-5.00),32239 (2.11-2.47),16153.84765625,5.15,10.23,0.16,25.5597,0.0,0.934225,13.68,20.18,7.49,9.47128,0.0,0.0275171,8.53,30.41,7.33
1392,jsat,32237 (3.74-4.01),32239 (2.11-2.47),16178.26611328125,0.05,17.93,1.76,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47128,0.0,0.0275171,8.53,30.41,7.33
1064,jsat,32234 (3.50-3.70),32235 (3.49-3.87),16263.73828125,0.33,1.92,0.79,25.546,0.0,2.14927,13.34,18.74,8.79,25.5696,0.0,0.962967,13.67,20.66,8.0
639,jsat,32225 (2.70-3.00),32931 (3.48-3.76),16324.78466796875,5.77,21.1,0.33,9.48025,3.49116,,6.84,17.97,7.55,9.73754,2.76119,0.0,12.61,39.07,7.22
1243,jsat,32235 (4.03-5.00),34189 (2.87-3.20),16361.41650390625,2.12,4.22,0.12,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8352,5.00709,0.0,15.8,24.4,7.37
551,jsat,32201 (4.55-4.81),34188 (4.04-4.20),16385.8359375,5.35,12.41,0.62,19.1003,0.0,,9.65,25.35,7.74,18.8332,4.51371,0.0,15.0,12.94,8.36
1262,jsat,32235 (5.55-5.98),32931 (3.48-3.76),16385.83642578125,1.05,19.18,0.26,25.5361,0.0,0.926972,13.66,19.89,7.48,9.73754,2.76119,0.0,12.61,39.07,7.22
1228,jsat,32235 (4.03-5.00),32931 (3.48-3.76),16422.46923828125,1.07,18.89,0.27,25.5597,0.0,0.934225,13.68,20.18,7.49,9.73754,2.76119,0.0,12.61,39.07,7.22
588,jsat,32201 (5.90-6.20),32238 (3.58-3.84),16459.09765625,1.06,17.96,0.47,9.6541,0.0,,9.55,40.11,7.37,9.47125,0.0,0.0842352,8.49,22.15,7.84
479,jsat,32201 (3.66-3.93),32238 (6.40-6.80),16520.14697265625,1.43,1.0,0.23,19.098,0.0,,7.05,19.94,7.7,9.4666,0.0,0.0482738,8.48,20.94,7.93
1727,jsat,32931 (5.70-6.00),32930 (2.64-2.85),16544.564453125,0.33,9.16,0.22,18.6992,10.9195,0.0,12.29,21.59,7.85,18.8147,0.0237066,0.0,12.62,30.75,7.63
1202,jsat,32235 (3.49-3.87),34165 (2.00-2.33),16556.77880859375,,2.69,1.5,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8512,0.0243271,0.0,,17.97,6.5
1292,jsat,32235 (6.07-6.42),32239 (5.80-6.10),16568.984375,4.74,8.47,1.41,25.5268,0.0,0.862729,13.49,19.34,7.61,9.46983,0.0,0.0811663,8.75,10.87,9.02
1446,jsat,32238 (4.63-5.06),32239 (2.11-2.47),16630.0380859375,0.02,10.65,0.66,9.47207,0.0,0.177642,8.51,19.76,7.99,9.47128,0.0,0.0275171,8.53,30.41,7.33
873,jsat,32228 (4.42-4.72),32931 (5.70-6.00),16642.248046875,0.35,1.84,0.12,25.7448,7.0675,,11.94,23.43,7.97,18.6992,10.9195,0.0,12.29,21.59,7.85
476,jsat,32201 (3.66-3.93),32238 (2.46-2.72),16691.0869140625,1.49,7.93,0.21,19.098,0.0,,7.05,19.94,7.7,9.47367,0.0,0.0287791,8.54,27.87,7.49
1744,jsat,32931 (6.35-6.50),32930 (2.64-2.85),16703.29833984375,0.2,5.01,0.16,18.6919,0.257304,0.0,12.82,25.74,7.79,18.8147,0.0237066,0.0,12.62,30.75,7.63
584,jsat,32201 (5.90-6.20),32239 (3.20-3.40),16715.50634765625,1.1,17.65,0.59,9.6541,0.0,,9.55,40.11,7.37,9.47453,0.0,0.0793621,8.45,22.46,7.96
474,jsat,32201 (3.66-3.93),32237 (2.37-2.98),16752.13623046875,1.42,4.22,0.1,19.098,0.0,,7.05,19.94,7.7,9.48679,0.0,0.0285357,8.47,24.16,7.8
1619,jsat,32238 (3.58-3.84),32931 (5.70-6.00),16788.76611328125,3.8,0.56,0.01,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.6992,10.9195,0.0,12.29,21.59,7.85
1163,jsat,32234 (5.10-5.55),32931 (6.35-6.50),16825.39794921875,0.25,17.98,1.03,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.6919,0.257304,0.0,12.82,25.74,7.79
1574,jsat,32239 (4.56-4.95),32931 (6.35-6.50),16849.81591796875,4.32,10.84,0.6,9.47235,0.0,0.10587,8.5,14.9,8.39,18.6919,0.257304,0.0,12.82,25.74,7.79
394,jsat,32201 (2.55-2.77),34188 (4.04-4.20),16874.236328125,7.95,16.77,1.04,9.59389,0.0,,7.05,29.71,7.32,18.8332,4.51371,0.0,15.0,12.94,8.36
1424,jsat,32238 (2.46-2.72),32931 (6.35-6.50),16935.28662109375,4.28,2.13,0.3,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.6919,0.257304,0.0,12.82,25.74,7.79
1344,jsat,32235 (6.49-6.84),34188 (4.90-5.06),16984.123046875,0.88,12.78,1.04,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8245,6.73915,0.0,14.77,9.34,8.33
1258,jsat,32235 (5.55-5.98),32239 (5.80-6.10),17118.4345703125,4.91,9.02,1.54,25.5361,0.0,0.926972,13.66,19.89,7.48,9.46983,0.0,0.0811663,8.75,10.87,9.02
725,jsat,32225 (4.52-4.95),32238 (4.63-5.06),17167.28173828125,0.92,1.61,0.19,19.1233,3.4687,,9.43,21.37,7.8,9.47207,0.0,0.177642,8.51,19.76,7.99
67,jsat,28767 (5.90-6.31),32201 (3.66-3.93),17191.69775390625,2.77,7.96,2.57,2.15433,0.0,,4.28,11.98,5.13,19.098,0.0,,7.05,19.94,7.7
1189,jsat,32235 (3.49-3.87),32239 (4.56-4.95),17203.908203125,5.17,5.76,0.39,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47235,0.0,0.10587,8.5,14.9,8.39
500,jsat,32201 (3.66-3.93),34188 (4.28-4.45),17216.11865234375,8.22,4.83,0.73,19.098,0.0,,7.05,19.94,7.7,18.8255,4.51156,0.0,15.27,15.11,8.43
1705,jsat,32931 (4.51-4.79),34189 (2.87-3.20),17240.53759765625,3.11,2.08,0.33,18.7046,2.33235,0.0,12.69,26.48,7.7,18.8352,5.00709,0.0,15.8,24.4,7.37
461,jsat,32201 (3.66-3.93),32228 (4.42-4.72),17264.9599609375,4.89,3.49,0.27,19.098,0.0,,7.05,19.94,7.7,25.7448,7.0675,,11.94,23.43,7.97
755,jsat,32225 (4.52-4.95),32930 (2.64-2.85),17277.16748046875,3.19,9.38,0.17,19.1233,3.4687,,9.43,21.37,7.8,18.8147,0.0237066,0.0,12.62,30.75,7.63
1642,jsat,32239 (2.11-2.47),32931 (6.35-6.50),17301.59033203125,4.29,4.67,0.46,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.6919,0.257304,0.0,12.82,25.74,7.79
638,jsat,32225 (2.70-3.00),32931 (2.50-2.77),17338.216796875,5.61,26.18,0.82,9.48025,3.49116,,6.84,17.97,7.55,9.73876,0.0245049,0.0,12.45,44.15,6.73
446,jsat,32233 (2.76-2.96),34188 (3.25-3.42),17350.42578125,3.84,7.82,0.2,25.778,0.0,,12.4,31.65,7.88,18.8302,2.66714,0.0,16.24,23.83,8.08
1702,jsat,32931 (4.51-4.79),34188 (4.04-4.20),17448.10546875,2.31,13.54,0.66,18.7046,2.33235,0.0,12.69,26.48,7.7,18.8332,4.51371,0.0,15.0,12.94,8.36
1435,jsat,32238 (2.46-2.72),34188 (4.90-5.06),17484.7373046875,6.23,18.53,0.84,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8245,6.73915,0.0,14.77,9.34,8.33
1134,jsat,32234 (4.69-4.94),34188 (4.28-4.45),17509.15771484375,2.88,9.83,1.36,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8255,4.51156,0.0,15.27,15.11,8.43
1162,jsat,32234 (5.10-5.55),32931 (5.70-6.00),17521.36865234375,0.28,13.83,0.97,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.6992,10.9195,0.0,12.29,21.59,7.85
711,jsat,32225 (4.52-4.95),32228 (6.20-6.48),17533.57275390625,2.09,0.42,0.16,19.1233,3.4687,,9.43,21.37,7.8,25.7023,12.8457,,11.52,21.79,7.96
556,jsat,32201 (4.55-4.81),34189 (5.25-5.50),17545.788818359375,5.27,5.8,0.24,19.1003,0.0,,9.65,25.35,7.74,18.8304,10.1737,0.0,14.92,19.55,7.5
1145,jsat,32234 (5.10-5.55),32235 (6.07-6.42),17570.20703125,0.92,11.58,1.21,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5268,0.0,0.862729,13.49,19.34,7.61
578,jsat,32201 (5.90-6.20),32237 (2.37-2.98),17667.88671875,1.08,15.95,0.43,9.6541,0.0,,9.55,40.11,7.37,9.48679,0.0,0.0285357,8.47,24.16,7.8
809,jsat,32228 (3.72-4.00),32235 (3.49-3.87),17728.939453125,1.68,3.99,0.09,25.7514,4.76522,,11.99,24.65,7.91,25.5696,0.0,0.962967,13.67,20.66,8.0
1224,jsat,32235 (4.03-5.00),32239 (5.80-6.10),17765.5673828125,4.93,9.31,1.53,25.5597,0.0,0.934225,13.68,20.18,7.49,9.46983,0.0,0.0811663,8.75,10.87,9.02
745,jsat,32225 (4.52-4.95),34188 (2.24-2.41),17777.7744140625,6.54,19.74,0.09,19.1233,3.4687,,9.43,21.37,7.8,18.8204,0.0298251,0.0,15.97,41.11,7.89
810,jsat,32228 (3.72-4.00),32235 (4.03-5.00),17814.4091796875,1.69,4.47,0.42,25.7514,4.76522,,11.99,24.65,7.91,25.5597,0.0,0.934225,13.68,20.18,7.49
19,jsat,28767 (2.00-2.50),32234 (3.50-3.70),17851.0361328125,9.3,2.86,2.89,1.34941,0.0,,4.04,15.88,5.9,25.546,0.0,2.14927,13.34,18.74,8.79
1700,jsat,32931 (4.51-4.79),34188 (2.24-2.41),17851.03662109375,3.28,14.63,0.19,18.7046,2.33235,0.0,12.69,26.48,7.7,18.8204,0.0298251,0.0,15.97,41.11,7.89
693,jsat,32225 (3.52-3.70),32932 (5.50-5.91),17863.2421875,7.06,12.07,1.13,19.1133,3.47633,,6.96,16.13,7.75,18.5736,19.4131,0.0,14.02,4.06,8.88
1018,jsat,32233 (3.81-4.00),34189 (5.25-5.50),17863.243896484375,2.55,9.56,0.41,25.7632,0.0,0.493743,12.37,29.11,7.91,18.8304,10.1737,0.0,14.92,19.55,7.5
1711,jsat,32931 (5.70-6.00),32932 (2.51-2.91),17863.2490234375,2.42,16.67,0.22,18.6992,10.9195,0.0,12.29,21.59,7.85,18.6118,0.02595,0.0,14.71,38.26,7.63
1423,jsat,32238 (2.46-2.72),32931 (5.70-6.00),17948.7158203125,3.75,6.28,0.36,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.6992,10.9195,0.0,12.29,21.59,7.85
582,jsat,32201 (5.90-6.20),32238 (5.72-6.08),17985.34814453125,1.09,23.59,0.79,9.6541,0.0,,9.55,40.11,7.37,9.46889,0.0,0.0927535,8.46,16.52,8.16
583,jsat,32201 (5.90-6.20),32238 (6.40-6.80),18021.978515625,1.07,19.17,0.56,9.6541,0.0,,9.55,40.11,7.37,9.4666,0.0,0.0482738,8.48,20.94,7.93
1293,jsat,32235 (6.07-6.42),32238 (3.58-3.84),18095.23779296875,5.0,2.81,0.23,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47125,0.0,0.0842352,8.49,22.15,7.84
1144,jsat,32234 (5.10-5.55),32235 (5.55-5.98),18119.6572265625,1.09,12.13,1.34,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5361,0.0,0.926972,13.66,19.89,7.48
1762,jsat,32932 (3.50-3.91),34188 (4.04-4.20),18168.4990234375,0.3,15.97,0.53,18.6043,3.35945,0.0,14.7,28.91,7.83,18.8332,4.51371,0.0,15.0,12.94,8.36
485,jsat,32201 (3.66-3.93),32239 (2.11-2.47),18168.5,1.48,10.47,0.37,19.098,0.0,,7.05,19.94,7.7,9.47128,0.0,0.0275171,8.53,30.41,7.33
589,jsat,32201 (5.90-6.20),32239 (2.11-2.47),18168.50048828125,1.02,9.7,0.04,9.6541,0.0,,9.55,40.11,7.37,9.47128,0.0,0.0275171,8.53,30.41,7.33
917,jsat,32228 (5.22-5.50),32931 (5.70-6.00),18205.1279296875,0.48,0.35,0.18,25.7248,9.63407,,11.81,21.24,8.03,18.6992,10.9195,0.0,12.29,21.59,7.85
1697,jsat,32931 (4.51-4.79),32932 (6.35-6.50),18241.75927734375,2.13,3.14,0.83,18.7046,2.33235,0.0,12.69,26.48,7.7,18.5579,0.292389,0.0,14.82,23.34,8.53
840,jsat,32228 (3.72-4.00),34188 (4.28-4.45),18290.59716796875,3.28,9.54,0.52,25.7514,4.76522,,11.99,24.65,7.91,18.8255,4.51156,0.0,15.27,15.11,8.43
1620,jsat,32238 (3.58-3.84),32931 (6.35-6.50),18302.8076171875,4.33,3.59,0.05,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.6919,0.257304,0.0,12.82,25.74,7.79
974,jsat,32228 (6.20-6.48),34189 (2.87-3.20),18302.80810546875,4.28,2.61,0.59,25.7023,12.8457,,11.52,21.79,7.96,18.8352,5.00709,0.0,15.8,24.4,7.37
1208,jsat,32235 (3.49-3.87),34188 (4.90-5.06),18327.228515625,1.1,11.32,0.33,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8245,6.73915,0.0,14.77,9.34,8.33
1330,jsat,32235 (6.49-6.84),32931 (3.48-3.76),18376.06689453125,1.28,16.95,0.07,25.5133,0.0,0.274347,13.89,22.12,7.29,9.73754,2.76119,0.0,12.61,39.07,7.22
918,jsat,32228 (5.22-5.50),32931 (6.35-6.50),18412.69970703125,1.01,4.5,0.24,25.7248,9.63407,,11.81,21.24,8.03,18.6919,0.257304,0.0,12.82,25.74,7.79
1241,jsat,32235 (4.03-5.00),34188 (4.28-4.45),18473.74951171875,1.59,5.07,0.94,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8255,4.51156,0.0,15.27,15.11,8.43
1225,jsat,32235 (4.03-5.00),32238 (3.58-3.84),18485.95947265625,5.19,1.97,0.35,25.5597,0.0,0.934225,13.68,20.18,7.49,9.47125,0.0,0.0842352,8.49,22.15,7.84
1017,jsat,32233 (3.81-4.00),34189 (4.25-4.50),18498.166259765625,2.72,8.98,0.47,25.7632,0.0,0.493743,12.37,29.11,7.91,18.8358,7.42697,0.0,15.09,20.13,7.44
1825,jsat,34188 (3.25-3.42),34189 (2.87-3.20),18522.58935546875,0.44,0.57,0.71,18.8302,2.66714,0.0,16.24,23.83,8.08,18.8352,5.00709,0.0,15.8,24.4,7.37
710,jsat,32225 (4.52-4.95),32228 (5.22-5.50),18571.42822265625,2.38,0.13,0.23,19.1233,3.4687,,9.43,21.37,7.8,25.7248,9.63407,,11.81,21.24,8.03
585,jsat,32201 (5.90-6.20),32239 (3.90-4.20),18583.63916015625,1.16,21.44,0.74,9.6541,0.0,,9.55,40.11,7.37,9.47201,0.0,0.122662,8.39,18.67,8.11
215,jsat,30506 (3.53-3.71),32931 (3.48-3.76),18595.84912109375,6.38,41.46,5.38,38.3254,21.2135,,18.99,-2.39,12.6,9.73754,2.76119,0.0,12.61,39.07,7.22
1360,jsat,32237 (2.37-2.98),32239 (2.11-2.47),18620.26708984375,0.06,6.25,0.47,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.47128,0.0,0.0275171,8.53,30.41,7.33
1717,jsat,32931 (5.70-6.00),34188 (2.24-2.41),18644.68505859375,3.68,19.52,0.04,18.6992,10.9195,0.0,12.29,21.59,7.85,18.8204,0.0298251,0.0,15.97,41.11,7.89
1143,jsat,32234 (5.10-5.55),32235 (4.03-5.00),18766.7900390625,1.11,12.42,1.33,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5597,0.0,0.934225,13.68,20.18,7.49
1500,jsat,32238 (6.40-6.80),32239 (2.11-2.47),18778.99853515625,0.05,9.47,0.6,9.4666,0.0,0.0482738,8.48,20.94,7.93,9.47128,0.0,0.0275171,8.53,30.41,7.33
368,jsat,32201 (2.55-2.77),32235 (6.49-6.84),18840.046875,6.84,7.59,0.03,9.59389,0.0,,7.05,29.71,7.32,25.5133,0.0,0.274347,13.89,22.12,7.29
728,jsat,32225 (4.52-4.95),32239 (3.20-3.40),18840.05078125,0.98,1.09,0.16,19.1233,3.4687,,9.43,21.37,7.8,9.47453,0.0,0.0793621,8.45,22.46,7.96
456,jsat,32201 (3.66-3.93),32225 (2.70-3.00),18937.72900390625,0.21,1.97,0.15,19.098,0.0,,7.05,19.94,7.7,9.48025,3.49116,,6.84,17.97,7.55
1124,jsat,32234 (4.69-4.94),32931 (6.35-6.50),18937.72900390625,0.43,20.46,2.0,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.6919,0.257304,0.0,12.82,25.74,7.79
1734,jsat,32931 (6.35-6.50),34188 (2.24-2.41),18962.1474609375,3.15,15.37,0.1,18.6919,0.257304,0.0,12.82,25.74,7.79,18.8204,0.0298251,0.0,15.97,41.11,7.89
1728,jsat,32931 (6.35-6.50),32932 (2.51-2.91),19120.88037109375,1.89,12.52,0.16,18.6919,0.257304,0.0,12.82,25.74,7.79,18.6118,0.02595,0.0,14.71,38.26,7.63
1010,jsat,32233 (3.81-4.00),34165 (3.52-3.70),19133.091796875,,25.34,,25.7632,0.0,0.493743,12.37,29.11,7.91,18.8646,13.2777,0.0,,3.77,
722,jsat,32225 (4.52-4.95),32237 (2.37-2.98),19157.5107421875,0.96,2.79,0.0,19.1233,3.4687,,9.43,21.37,7.8,9.48679,0.0,0.0285357,8.47,24.16,7.8
848,jsat,32228 (4.42-4.72),32233 (3.81-4.00),19169.71484375,0.43,5.68,0.06,25.7448,7.0675,,11.94,23.43,7.97,25.7632,0.0,0.493743,12.37,29.11,7.91
69,jsat,28767 (5.90-6.31),32201 (5.90-6.20),19206.3505859375,5.27,28.13,2.24,2.15433,0.0,,4.28,11.98,5.13,9.6541,0.0,,9.55,40.11,7.37
667,jsat,32225 (3.52-3.70),32234 (4.69-4.94),19218.55859375,5.43,10.85,2.04,19.1133,3.47633,,6.96,16.13,7.75,25.5276,0.0,0.0676609,12.39,5.28,9.79
1831,jsat,34188 (4.04-4.20),34189 (2.87-3.20),19230.76904296875,0.8,11.46,0.99,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8352,5.00709,0.0,15.8,24.4,7.37
739,jsat,32225 (4.52-4.95),32932 (2.51-2.91),19255.18603515625,5.28,16.89,0.17,19.1233,3.4687,,9.43,21.37,7.8,18.6118,0.02595,0.0,14.71,38.26,7.63
972,jsat,32228 (6.20-6.48),34188 (4.28-4.45),19279.61083984375,3.75,6.68,0.47,25.7023,12.8457,,11.52,21.79,7.96,18.8255,4.51156,0.0,15.27,15.11,8.43
1259,jsat,32235 (5.55-5.98),32238 (3.58-3.84),19304.02783203125,5.17,2.26,0.36,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47125,0.0,0.0842352,8.49,22.15,7.84
727,jsat,32225 (4.52-4.95),32238 (6.40-6.80),19316.2421875,0.95,0.43,0.13,19.1233,3.4687,,9.43,21.37,7.8,9.4666,0.0,0.0482738,8.48,20.94,7.93
512,jsat,32201 (4.55-4.81),32228 (3.72-4.00),19413.9208984375,2.34,0.7,0.17,19.1003,0.0,,9.65,25.35,7.74,25.7514,4.76522,,11.99,24.65,7.91
1326,jsat,32235 (6.49-6.84),32239 (5.80-6.10),19438.3359375,5.14,11.25,1.73,25.5133,0.0,0.274347,13.89,22.12,7.29,9.46983,0.0,0.0811663,8.75,10.87,9.02
1473,jsat,32238 (5.72-6.08),32239 (2.11-2.47),19548.228515625,0.07,13.89,0.83,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47128,0.0,0.0275171,8.53,30.41,7.33
480,jsat,32201 (3.66-3.93),32239 (3.20-3.40),19621.4892578125,1.4,2.52,0.26,19.098,0.0,,7.05,19.94,7.7,9.47453,0.0,0.0793621,8.45,22.46,7.96
99,jsat,28767 (5.90-6.31),32239 (2.11-2.47),19792.43017578125,4.25,18.43,2.2,2.15433,0.0,,4.28,11.98,5.13,9.47128,0.0,0.0275171,8.53,30.41,7.33
