,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
803,,1.92,0.98,jsat,,3,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,8408.33166429
1195,1.33,4.78,0.88,jsat,2,5,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,8434.2943261
1119,1.33,22.42,1.18,jsat,2.5,,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,8437.04545583
1107,1.41,35.01,1.66,jsat,2,,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,8443.42462883
1042,4.43,7.07,0.32,jsat,,2,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,8471.68733252
1103,2.3,11.2,0.13,jsat,,4.5,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,8476.51211827
887,7.77,0.33,0.28,jsat,,2,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8479.39826293
1188,,6.43,0.87,jsat,3,2,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,8486.99485487
931,7.75,1.68,0.24,jsat,,2,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8495.32875959
218,3.04,1.13,0.04,jsat,2,2.5,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,8504.91171048
569,3.87,1.24,0.55,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,8510.94182816
702,4.06,12.0,0.83,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,8521.55067198
800,1.04,9.02,0.35,jsat,,,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,8524.23991024
22,4.5,11.99,1.59,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,8533.56101326
302,1.91,7.1,1.47,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,8535.26460432
945,4.18,6.72,0.29,jsat,,2.5,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,8588.52742689
161,1.49,7.93,0.21,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,8592.05894852
1165,1.1,4.51,0.46,jsat,,2,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,8605.26730998
560,1.26,11.76,0.4,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,8717.55579078
307,5.98,7.77,0.24,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,8717.80001118
1030,,4.49,1.46,jsat,,3,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,8737.987194
1027,6.25,6.45,0.13,jsat,,,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,8756.07010581
850,1.27,8.63,0.34,jsat,,,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,8764.9797479
1153,,20.29,1.13,jsat,,3,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,8771.19038866
88,9.74,7.92,3.75,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,8782.8042542
587,3.4,7.25,0.51,jsat,2,2,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,8796.99675029
1190,,1.58,1.0,jsat,3,4.5,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,8800.18908167
372,4.25,5.22,0.14,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,8809.83028495
168,1.34,1.27,0.41,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,8855.65863542
706,4.12,14.7,0.86,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,8904.76828387
661,0.33,1.92,0.79,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,8911.11601276
496,3.28,9.17,0.7,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,8918.73962629
286,5.73,10.21,1.27,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,8921.49502984
1048,7.85,5.16,0.03,jsat,,2,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8955.579142
1021,4.17,8.29,0.33,jsat,,,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,8960.17511166
796,0.97,6.59,0.22,jsat,,2.5,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,8971.49513918
24,4.47,3.88,2.09,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,8978.84237211
1066,6.5,1.96,0.03,jsat,,2,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,9000.71322123
909,7.7,4.04,0.59,jsat,,2,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,9013.41735757
1169,,13.91,2.38,jsat,,3,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9048.87133337
1125,3.11,2.08,0.33,jsat,2.5,2,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,9050.89022875
859,,4.15,0.79,jsat,,3,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9053.90514861
1167,0.22,9.36,0.33,jsat,,4.5,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,9062.12999831
901,4.15,1.39,0.21,jsat,,2.5,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,9090.88755696
615,2.33,0.2,0.08,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9095.00552259
138,8.22,14.6,1.11,jsat,2,10,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,9120.7267554
952,,1.79,1.49,jsat,,3,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9125.798168
949,6.19,9.15,0.16,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9151.90524351
62,7.6,8.19,3.74,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,9168.31199341
365,2.09,3.61,0.33,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,9208.30934553
988,4.13,18.13,0.71,jsat,,2,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,9255.34511946
1093,2.09,7.51,0.0,jsat,,,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,9259.67336356
856,0.81,6.79,0.54,jsat,,,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9269.72044288
738,1.05,10.09,0.37,jsat,,,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,9272.23124454
638,3.4,0.77,0.94,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,9275.5041217
362,2.56,0.75,0.28,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,9295.76673286
549,4.72,2.04,0.12,jsat,,2,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,9302.79949202
673,4.89,3.72,0.83,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,9326.0251667
943,4.11,10.99,0.36,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,9339.35771081
271,6.69,16.28,0.71,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,9348.32636868
995,6.34,2.4,0.6,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,9366.19277577
235,0.12,14.71,0.26,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,9371.54949889
28,4.41,6.58,2.06,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,9371.91780055
1040,4.3,7.81,0.41,jsat,,2.5,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,9379.68292392
1127,2.23,6.93,0.2,jsat,2.5,4.5,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,9396.58536729
220,3.17,0.39,0.05,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,9404.16268999
581,1.62,27.59,1.0,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,9407.3787734
143,0.21,1.97,0.15,jsat,3,3,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,9417.7252137
59,7.24,9.81,2.83,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,9441.83386796
591,0.97,10.37,0.88,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,9449.05770088
747,,2.69,1.5,jsat,,3,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9473.42093651
776,2.56,3.65,0.59,jsat,,2,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,9490.82678702
618,,11.14,1.41,jsat,2,3,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9497.95259098
878,4.14,14.91,0.58,jsat,,2,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,9505.14845291
558,1.27,10.99,0.12,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,9537.85168794
817,4.96,11.07,0.28,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,9539.91754089
457,3.46,2.49,0.04,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,9550.98518032
157,6.61,0.05,0.22,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,9564.88319222
744,1.03,8.25,0.17,jsat,,,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9575.5032771
1095,1.4,26.69,1.25,jsat,,,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,9585.44040398
53,2.56,5.99,2.42,jsat,4,3,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,9597.20721503
908,,9.9,0.99,jsat,,3,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9601.19525647
682,1.37,19.52,1.16,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,9602.51970664
922,4.12,16.92,0.62,jsat,,2,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,9617.92143076
852,1.2,4.36,0.41,jsat,,2.5,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,9641.75200295
184,8.75,4.46,0.33,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,9645.04896198
579,2.31,6.61,0.25,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,9685.54569519
905,6.16,1.04,0.34,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9696.97435632
511,4.43,2.59,0.05,jsat,,2,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,9703.33567199
669,4.83,1.02,0.8,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,9704.84963459
609,0.25,1.64,0.28,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,9710.89583191
68,9.21,7.36,2.48,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,9719.90724513
4,2.8,2.09,1.65,jsat,2,3,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,9756.77714267
899,4.08,2.88,0.14,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,9757.44141056
876,0.28,13.29,1.22,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,9809.56586716
611,0.32,2.63,0.21,jsat,2,2.5,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,9828.86872853
60,8.12,19.67,2.75,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,9838.09361405
284,5.04,2.2,1.32,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,9851.77368805
562,1.49,9.53,0.59,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,9854.71059901
127,5.56,9.36,0.1,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,9907.14548485
589,2.52,12.1,0.38,jsat,2,4.5,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,9907.16903756
1047,,0.7,1.61,jsat,,3,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,9907.89422561
920,0.26,11.28,1.18,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,9910.50498258
684,0.68,14.68,0.09,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,9914.63902425
52,5.27,28.13,2.24,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,9925.1523031
1044,6.31,10.24,0.28,jsat,,,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,9956.95514858
364,2.38,4.16,0.4,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,9970.58443132
230,5.44,5.22,0.3,jsat,2,3.5,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,9973.88643865
1077,5.96,27.39,1.39,jsat,,,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,9975.68432193
986,0.27,10.07,1.09,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,9997.48494075
833,1.51,6.4,0.75,jsat,,2,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,9998.00502447
186,7.87,0.39,0.2,jsat,3,4.5,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,10030.0900648
740,0.98,5.82,0.3,jsat,,2.5,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,10033.7063666
84,8.01,9.61,2.72,jsat,4,3?,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,10040.7506637
929,6.33,1.19,0.69,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,10047.5179454
79,4.22,2.92,3.26,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,10057.9433202
305,5.85,8.51,0.15,jsat,3,2.5,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,10075.6233569
543,1.3,3.95,0.17,jsat,,2,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10080.0170679
1038,4.23,12.08,0.48,jsat,,,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,10099.2315226
630,1.78,0.28,1.39,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,10102.4353525
885,6.35,0.82,0.73,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,10105.5664184
667,4.8,9.13,1.3,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,10119.3249961
356,5.57,8.43,0.56,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,10122.7671419
798,0.84,5.85,0.31,jsat,,2,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10144.3112358
151,5.32,9.17,0.21,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,10167.4224912
390,2.86,3.81,0.22,jsat,2,3?,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,10170.6230391
657,3.92,4.23,1.5,jsat,2,2,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,10183.8459478
699,4.1,16.4,1.02,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,10211.0405147
435,4.25,0.82,0.17,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,10217.1157451
454,3.45,1.28,0.13,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,10222.4893386
1149,2.98,1.34,0.42,jsat,2,2,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,10225.6360494
159,6.84,2.18,0.41,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,10264.1991358
640,3.43,2.29,0.91,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,10273.0303223
452,3.47,0.73,0.17,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,10281.3240804
