,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
807,2.14,4.51,0.11,jsat,,2,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,83.2810844707
868,0.02,2.01,0.04,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,115.355914864
471,2.88,0.09,0.56,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,192.898622513
677,0.72,12.01,1.16,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,366.574050857
939,0.06,2.7,0.03,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,400.864952369
709,3.82,3.11,0.2,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,420.493321486
865,1.03,2.57,0.21,jsat,,4.5,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,549.544841814
239,1.97,18.32,0.59,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,583.669954355
896,0.15,9.2,0.62,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,598.89704534
1121,,8.51,1.2,jsat,2.5,3,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,613.804110546
173,5.64,6.54,0.0,jsat,3,2.5,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,665.497776303
1097,,12.78,1.13,jsat,,3,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,707.593611986
1118,2.01,2.43,0.13,jsat,2.5,,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,785.016076908
175,5.77,5.8,0.09,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,810.226988472
940,0.12,1.09,0.12,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,833.28520908
1161,,10.94,1.33,jsat,,3,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,870.072994264
838,1.42,0.29,0.41,jsat,,5,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,914.86699385
686,,0.77,2.29,jsat,,3,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,920.436007548
475,3.33,8.32,0.46,jsat,,10,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,956.608042246
542,0.77,0.2,0.11,jsat,,3?,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,992.133510768
751,2.13,3.74,0.63,jsat,,2,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,993.965920689
15,8.53,8.12,2.92,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,1008.92635264
782,1.23,1.13,0.29,jsat,,5,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,1069.69378666
177,7.65,8.97,0.13,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,1105.32449902
1180,0.45,8.23,0.1,jsat,,10,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,1131.39485615
137,7.95,16.77,1.04,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,1152.59081965
264,2.74,18.52,0.48,jsat,2,3?,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,1153.80923179
863,1.91,2.28,0.08,jsat,,2,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,1183.94381392
1090,0.07,4.27,0.07,jsat,,2.5,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,1214.3472263
895,0.09,5.41,0.47,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,1221.24781377
180,,1.97,1.2,jsat,3,3,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,1277.97639761
31,4.71,5.01,3.12,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,1279.16586022
238,2.26,18.87,0.66,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,1320.49789771
410,1.69,4.47,0.42,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,1444.93732756
679,0.65,7.74,1.09,jsat,,2.5,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,1498.62745782
871,0.01,3.22,0.13,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,1504.63685357
191,2.34,0.7,0.17,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,1537.53027891
983,0.03,1.52,0.03,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,1546.55896139
1094,2.08,1.84,0.2,jsat,,,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,1565.27194857
809,1.26,0.34,0.02,jsat,,4.5,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,1566.08559962
834,1.78,4.23,0.82,jsat,,10,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,1566.4094105
201,4.03,5.17,0.25,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,1598.83089015
1142,1.88,3.17,0.04,jsat,2,,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,1627.09299679
683,1.36,10.17,0.96,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,1704.08901288
753,1.25,1.11,0.5,jsat,,4.5,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,1832.10015024
171,5.57,10.81,0.07,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,1854.22418291
963,0.04,1.62,0.23,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,1896.09297788
397,6.81,1.57,0.45,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,1908.55906129
308,7.87,20.29,0.08,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,1935.17121721
441,2.92,5.6,0.71,jsat,2,5,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,2046.22907175
1145,,7.77,1.29,jsat,2,3,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,2050.04612748
310,7.18,13.91,1.33,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,2075.40714776
504,0.48,0.35,0.18,jsat,,3?,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,2091.34251738
867,0.07,3.71,0.31,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,2134.40476172
873,0.02,1.7,0.16,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,2157.08192572
153,6.29,1.2,1.09,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,2157.15371308
391,3.39,0.34,0.16,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,2186.69088134
412,1.5,5.31,0.3,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,2214.16500611
469,2.76,5.48,0.14,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,2216.20577484
962,0.07,2.15,0.05,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,2223.28453932
361,5.48,2.32,0.6,jsat,3,5,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,2247.95404286
917,0.04,0.31,0.12,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,2267.12429907
869,0.04,4.4,0.19,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,2295.3241067
1177,,5.37,2.03,jsat,,3,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,2314.1405422
685,1.48,4.6,0.26,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,2397.07068194
1203,0.36,3.94,1.23,jsat,10,5,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,2442.60224151
411,1.67,4.76,0.43,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,2455.40511113
472,,5.46,1.47,jsat,,3,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,2468.65850615
445,1.4,4.69,0.82,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,2497.36614221
450,1.55,4.09,0.36,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,2522.93927342
438,3.81,0.25,0.54,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,2534.6576809
202,4.01,5.46,0.26,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,2574.78094114
1096,2.2,7.41,0.9,jsat,,,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,2590.82776315
982,0.05,9.47,0.6,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,2594.81332464
131,7.66,8.55,0.31,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,2599.06457926
1155,0.29,25.32,0.73,jsat,,2,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,2599.31744564
229,6.15,0.95,0.37,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,2624.9597428
984,0.09,2.27,0.18,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,2651.41582938
232,5.26,6.3,0.54,jsat,2,5,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,2655.45733836
1092,0.2,5.01,0.16,jsat,,2,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,2660.01454889
874,0.08,5.49,0.31,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,2675.57756116
1120,2.13,3.14,0.83,jsat,2.5,,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,2685.59662153
830,1.33,4.0,0.92,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,2694.86002383
120,1.43,8.77,0.61,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,2702.06206687
463,0.68,7.32,0.34,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,2710.10600467
76,4.25,18.43,2.2,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,2719.8876643
332,4.06,2.03,0.19,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,2758.64339506
1058,3.79,6.69,0.54,jsat,,3?,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,2774.75857021
918,0.1,3.48,0.27,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,2789.57280457
233,2.71,22.14,0.18,jsat,2,3,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,2796.07303565
280,4.97,3.27,0.48,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,2814.69289479
324,2.97,10.28,0.08,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,2826.49441621
1073,3.86,28.2,1.8,jsat,,2,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,2853.23231774
465,0.75,3.05,0.27,jsat,,2.5,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,2858.91382886
330,4.25,1.19,0.31,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,2868.16395618
121,1.48,0.7,0.01,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,2875.03399434
1171,0.98,8.88,0.52,jsat,,2,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,2877.45743084
398,5.57,12.46,0.73,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,2926.01495447
196,2.72,3.76,0.17,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,2945.12714957
654,4.36,3.66,0.79,jsat,2,2,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,2951.84521893
681,0.52,7.0,1.0,jsat,,2,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,2951.99960831
200,4.02,4.69,0.26,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,2982.53262633
145,2.38,5.46,0.07,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,2982.86667796
536,3.13,3.12,0.15,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,3024.52639538
594,1.31,8.93,0.42,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,3026.57325368
281,4.68,3.82,0.41,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,3030.41790168
711,0.04,31.31,1.6,jsat,,2,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,3097.60458267
179,7.77,3.4,0.83,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,3134.9837832
1164,0.57,13.8,0.6,jsat,,10,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3157.02379676
133,6.97,25.65,1.56,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,3216.22249962
916,0.04,8.26,0.51,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,3241.19421593
203,3.84,6.01,0.13,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,3250.0076988
368,2.45,5.23,1.24,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,3285.13876533
872,0.06,6.25,0.47,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,3286.24286083
147,4.89,3.49,0.27,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,3319.72224298
409,1.68,3.99,0.09,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,3320.89042226
531,3.01,2.03,0.03,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,3321.15198813
122,1.4,7.25,0.64,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,3359.26850387
689,1.93,3.63,0.36,jsat,,10,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3363.76182199
778,1.59,5.07,0.94,jsat,,10,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3364.18393242
968,3.83,5.07,0.31,jsat,,3?,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,3375.61753437
1041,3.9,2.92,0.26,jsat,,3?,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,3388.24136523
479,2.97,4.38,0.77,jsat,,5,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,3391.3920671
1187,,2.86,1.93,jsat,3,10,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3418.48265128
961,0.01,5.94,0.2,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,3435.50385403
393,5.27,3.51,0.2,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,3459.80022584
437,3.28,9.54,0.52,jsat,2,10,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3483.40062335
537,3.02,6.89,0.43,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,3526.75467911
1008,4.29,4.67,0.46,jsat,,2,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,3545.58694186
1184,0.09,4.29,1.33,jsat,,5,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,3553.69353479
502,0.8,17.83,0.81,jsat,,2,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,3558.84012726
535,3.07,0.67,0.0,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,3563.42000598
325,2.94,7.74,0.11,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,3574.98603911
1144,2.0,2.4,0.74,jsat,2,,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,3577.81538662
389,3.26,1.08,0.07,jsat,2,2.5,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,3578.8102297
