,Quantity,Signal 1,Signal 2,DTW,
1367,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1368,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1369,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
222,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
221,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
220,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
219,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
218,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
1333,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1381,jsat,32237 (2.37-2.98),34189 (6.25-6.50),Could not retreive ua3 data,
1332,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1330,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1269,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
275,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
274,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
273,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
1281,jsat,32235 (5.55-5.98),34189 (6.25-6.50),Could not retreive ua3 data,
1282,jsat,32235 (5.55-5.98),34189 (6.25-6.50),Could not retreive ua3 data,
272,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
271,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
1295,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1296,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1297,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1298,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1299,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1300,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1301,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1302,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1303,jsat,32235 (6.07-6.42),32239 (2.11-2.47),Could not retreive ua3 data,
1315,jsat,32235 (6.07-6.42),34189 (6.25-6.50),Could not retreive ua3 data,
1316,jsat,32235 (6.07-6.42),34189 (6.25-6.50),Could not retreive ua3 data,
1601,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1600,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1329,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1599,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1331,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1382,jsat,32237 (2.37-2.98),34189 (6.25-6.50),Could not retreive ua3 data,
1361,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
216,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
214,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
1393,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1394,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1395,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
165,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
177,jsat,30506 (3.21-3.27),34189 (6.25-6.50),Could not retreive ua3 data,
1413,jsat,32237 (3.74-4.01),34189 (6.25-6.50),Could not retreive ua3 data,
1396,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1398,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1399,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1400,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1401,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
1590,jsat,32239 (4.56-4.95),34189 (6.25-6.50),Could not retreive ua3 data,
1414,jsat,32237 (3.74-4.01),34189 (6.25-6.50),Could not retreive ua3 data,
1397,jsat,32237 (3.74-4.01),32239 (2.11-2.47),Could not retreive ua3 data,
217,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
178,jsat,30506 (3.21-3.27),34189 (6.25-6.50),Could not retreive ua3 data,
1591,jsat,32239 (4.56-4.95),34189 (6.25-6.50),Could not retreive ua3 data,
215,jsat,30506 (3.53-3.71),32239 (2.11-2.47),Could not retreive ua3 data,
1597,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
164,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
163,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
162,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
1596,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1595,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1594,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1593,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
2248,jsat,34165 (3.52-3.70),34188 (3.25-3.42),FAILED,
660,jsat,32225 (3.52-3.70),32228 (3.72-4.00),FAILED,
627,jsat,32225 (2.70-3.00),32237 (3.74-4.01),FAILED,
623,jsat,32225 (2.70-3.00),32235 (5.55-5.98),FAILED,
626,jsat,32225 (2.70-3.00),32237 (2.37-2.98),FAILED,
625,jsat,32225 (2.70-3.00),32235 (6.49-6.84),FAILED,
26,jsat,28767 (2.00-2.50),32235 (6.49-6.84),FAILED,
4,jsat,28767 (2.00-2.50),32201 (2.55-2.77),FAILED,
19,jsat,28767 (2.00-2.50),32234 (3.50-3.70),FAILED,
624,jsat,32225 (2.70-3.00),32235 (6.07-6.42),FAILED,
33,jsat,28767 (2.00-2.50),32239 (3.20-3.40),FAILED,
2247,jsat,34165 (3.52-3.70),34188 (2.24-2.41),FAILED,
29,jsat,28767 (2.00-2.50),32238 (2.46-2.72),FAILED,
622,jsat,32225 (2.70-3.00),32235 (4.03-5.00),FAILED,
655,jsat,32225 (2.70-3.00),34189 (4.25-4.50),FAILED,
656,jsat,32225 (2.70-3.00),34189 (5.25-5.50),FAILED,
621,jsat,32225 (2.70-3.00),32235 (3.49-3.87),FAILED,
620,jsat,32225 (2.70-3.00),32234 (5.10-5.55),FAILED,
48,jsat,28767 (2.00-2.50),34165 (2.00-2.33),FAILED,
49,jsat,28767 (2.00-2.50),34165 (3.52-3.70),FAILED,
50,jsat,28767 (2.00-2.50),34188 (2.24-2.41),FAILED,
51,jsat,28767 (2.00-2.50),34188 (3.25-3.42),FAILED,
657,jsat,32225 (2.70-3.00),34189 (6.25-6.50),FAILED,
628,jsat,32225 (2.70-3.00),32238 (2.46-2.72),FAILED,
52,jsat,28767 (2.00-2.50),34188 (4.04-4.20),FAILED,
630,jsat,32225 (2.70-3.00),32238 (5.72-6.08),FAILED,
2228,jsat,34165 (2.00-2.33),34188 (3.25-3.42),FAILED,
2227,jsat,34165 (2.00-2.33),34188 (2.24-2.41),FAILED,
647,jsat,32225 (2.70-3.00),34165 (2.00-2.33),FAILED,
648,jsat,32225 (2.70-3.00),34165 (3.52-3.70),FAILED,
649,jsat,32225 (2.70-3.00),34188 (2.24-2.41),FAILED,
650,jsat,32225 (2.70-3.00),34188 (3.25-3.42),FAILED,
637,jsat,32225 (2.70-3.00),32239 (2.11-2.47),FAILED,
636,jsat,32225 (2.70-3.00),32238 (3.58-3.84),FAILED,
651,jsat,32225 (2.70-3.00),34188 (4.04-4.20),FAILED,
635,jsat,32225 (2.70-3.00),32239 (5.80-6.10),FAILED,
634,jsat,32225 (2.70-3.00),32239 (4.56-4.95),FAILED,
633,jsat,32225 (2.70-3.00),32239 (3.90-4.20),FAILED,
652,jsat,32225 (2.70-3.00),34188 (4.28-4.45),FAILED,
664,jsat,32225 (3.52-3.70),32233 (3.81-4.00),FAILED,
666,jsat,32225 (3.52-3.70),32234 (3.50-3.70),FAILED,
676,jsat,32225 (3.52-3.70),32238 (2.46-2.72),FAILED,
653,jsat,32225 (2.70-3.00),34188 (4.90-5.06),FAILED,
631,jsat,32225 (2.70-3.00),32238 (6.40-6.80),FAILED,
632,jsat,32225 (2.70-3.00),32239 (3.20-3.40),FAILED,
17,jsat,28767 (2.00-2.50),32233 (3.81-4.00),FAILED,
5,jsat,28767 (2.00-2.50),32233 (2.76-2.96),FAILED,
7,jsat,28767 (2.00-2.50),32201 (4.55-4.81),FAILED,
8,jsat,28767 (2.00-2.50),32201 (5.90-6.20),FAILED,
629,jsat,32225 (2.70-3.00),32238 (4.63-5.06),FAILED,
15,jsat,28767 (2.00-2.50),32228 (5.22-5.50),FAILED,
11,jsat,28767 (2.00-2.50),32225 (4.52-4.95),FAILED,
661,jsat,32225 (3.52-3.70),32228 (4.42-4.72),FAILED,
662,jsat,32225 (3.52-3.70),32228 (5.22-5.50),FAILED,
654,jsat,32225 (2.70-3.00),34189 (2.87-3.20),FAILED,
680,jsat,32225 (3.52-3.70),32239 (3.20-3.40),FAILED,
13,jsat,28767 (2.00-2.50),32228 (3.72-4.00),FAILED,
9,jsat,28767 (2.00-2.50),32225 (2.70-3.00),FAILED,
53,jsat,28767 (2.00-2.50),34188 (4.28-4.45),FAILED,
514,jsat,32201 (4.55-4.81),32228 (5.22-5.50),FAILED,
619,jsat,32225 (2.70-3.00),32234 (4.69-4.94),FAILED,
190,jsat,30506 (3.53-3.71),32228 (5.22-5.50),FAILED,
188,jsat,30506 (3.53-3.71),32228 (3.72-4.00),FAILED,
184,jsat,30506 (3.53-3.71),32225 (2.70-3.00),FAILED,
397,jsat,32201 (2.55-2.77),34189 (2.87-3.20),FAILED,
406,jsat,32233 (2.76-2.96),32225 (2.70-3.00),FAILED,
410,jsat,32233 (2.76-2.96),32228 (3.72-4.00),FAILED,
412,jsat,32233 (2.76-2.96),32228 (5.22-5.50),FAILED,
414,jsat,32233 (2.76-2.96),32234 (3.50-3.70),FAILED,
424,jsat,32233 (2.76-2.96),32238 (2.46-2.72),FAILED,
428,jsat,32233 (2.76-2.96),32239 (3.20-3.40),FAILED,
151,jsat,30506 (3.21-3.27),32239 (3.20-3.40),FAILED,
147,jsat,30506 (3.21-3.27),32238 (2.46-2.72),FAILED,
137,jsat,30506 (3.21-3.27),32234 (3.50-3.70),FAILED,
135,jsat,30506 (3.21-3.27),32233 (3.81-4.00),FAILED,
133,jsat,30506 (3.21-3.27),32228 (5.22-5.50),FAILED,
131,jsat,30506 (3.21-3.27),32228 (3.72-4.00),FAILED,
127,jsat,30506 (3.21-3.27),32225 (2.70-3.00),FAILED,
456,jsat,32201 (3.66-3.93),32225 (2.70-3.00),FAILED,
460,jsat,32201 (3.66-3.93),32228 (3.72-4.00),FAILED,
461,jsat,32201 (3.66-3.93),32228 (4.42-4.72),FAILED,
462,jsat,32201 (3.66-3.93),32228 (5.22-5.50),FAILED,
192,jsat,30506 (3.53-3.71),32233 (3.81-4.00),FAILED,
194,jsat,30506 (3.53-3.71),32234 (3.50-3.70),FAILED,
204,jsat,30506 (3.53-3.71),32238 (2.46-2.72),FAILED,
208,jsat,30506 (3.53-3.71),32239 (3.20-3.40),FAILED,
298,jsat,30506 (4.93-5.03),32225 (2.70-3.00),FAILED,
265,jsat,30506 (4.31-4.41),32239 (3.20-3.40),FAILED,
261,jsat,30506 (4.31-4.41),32238 (2.46-2.72),FAILED,
251,jsat,30506 (4.31-4.41),32234 (3.50-3.70),FAILED,
249,jsat,30506 (4.31-4.41),32233 (3.81-4.00),FAILED,
302,jsat,30506 (4.93-5.03),32228 (3.72-4.00),FAILED,
304,jsat,30506 (4.93-5.03),32228 (5.22-5.50),FAILED,
247,jsat,30506 (4.31-4.41),32228 (5.22-5.50),FAILED,
306,jsat,30506 (4.93-5.03),32233 (3.81-4.00),FAILED,
308,jsat,30506 (4.93-5.03),32234 (3.50-3.70),FAILED,
464,jsat,32201 (3.66-3.93),32233 (3.81-4.00),FAILED,
245,jsat,30506 (4.31-4.41),32228 (3.72-4.00),FAILED,
322,jsat,30506 (4.93-5.03),32239 (3.20-3.40),FAILED,
241,jsat,30506 (4.31-4.41),32225 (2.70-3.00),FAILED,
350,jsat,32201 (2.55-2.77),32233 (2.76-2.96),FAILED,
351,jsat,32201 (2.55-2.77),32225 (2.70-3.00),FAILED,
355,jsat,32201 (2.55-2.77),32228 (3.72-4.00),FAILED,
357,jsat,32201 (2.55-2.77),32228 (5.22-5.50),FAILED,
359,jsat,32201 (2.55-2.77),32233 (3.81-4.00),FAILED,
361,jsat,32201 (2.55-2.77),32234 (3.50-3.70),FAILED,
371,jsat,32201 (2.55-2.77),32238 (2.46-2.72),FAILED,
375,jsat,32201 (2.55-2.77),32239 (3.20-3.40),FAILED,
318,jsat,30506 (4.93-5.03),32238 (2.46-2.72),FAILED,
466,jsat,32201 (3.66-3.93),32234 (3.50-3.70),FAILED,
476,jsat,32201 (3.66-3.93),32238 (2.46-2.72),FAILED,
480,jsat,32201 (3.66-3.93),32239 (3.20-3.40),FAILED,
566,jsat,32201 (5.90-6.20),32228 (5.22-5.50),FAILED,
568,jsat,32201 (5.90-6.20),32233 (3.81-4.00),FAILED,
76,jsat,28767 (5.90-6.31),32228 (5.22-5.50),FAILED,
74,jsat,28767 (5.90-6.31),32228 (3.72-4.00),FAILED,
70,jsat,28767 (5.90-6.31),32225 (2.70-3.00),FAILED,
69,jsat,28767 (5.90-6.31),32201 (5.90-6.20),FAILED,
66,jsat,28767 (5.90-6.31),32233 (2.76-2.96),FAILED,
64,jsat,28767 (5.90-6.31),30506 (4.93-5.03),FAILED,
62,jsat,28767 (5.90-6.31),30506 (3.53-3.71),FAILED,
570,jsat,32201 (5.90-6.20),32234 (3.50-3.70),FAILED,
564,jsat,32201 (5.90-6.20),32228 (3.72-4.00),FAILED,
580,jsat,32201 (5.90-6.20),32238 (2.46-2.72),FAILED,
61,jsat,28767 (5.90-6.31),30506 (3.21-3.27),FAILED,
602,jsat,32201 (5.90-6.20),34188 (3.25-3.42),FAILED,
612,jsat,32225 (2.70-3.00),32228 (3.72-4.00),FAILED,
613,jsat,32225 (2.70-3.00),32228 (4.42-4.72),FAILED,
614,jsat,32225 (2.70-3.00),32228 (5.22-5.50),FAILED,
615,jsat,32225 (2.70-3.00),32228 (6.20-6.48),FAILED,
616,jsat,32225 (2.70-3.00),32233 (3.81-4.00),FAILED,
617,jsat,32225 (2.70-3.00),32233 (5.05-5.33),FAILED,
618,jsat,32225 (2.70-3.00),32234 (3.50-3.70),FAILED,
55,jsat,28767 (2.00-2.50),34189 (2.87-3.20),FAILED,
584,jsat,32201 (5.90-6.20),32239 (3.20-3.40),FAILED,
54,jsat,28767 (2.00-2.50),34188 (4.90-5.06),FAILED,
560,jsat,32201 (5.90-6.20),32225 (2.70-3.00),FAILED,
554,jsat,32201 (4.55-4.81),34189 (2.87-3.20),FAILED,
116,jsat,28767 (5.90-6.31),34189 (2.87-3.20),FAILED,
115,jsat,28767 (5.90-6.31),34188 (4.90-5.06),FAILED,
114,jsat,28767 (5.90-6.31),34188 (4.28-4.45),FAILED,
112,jsat,28767 (5.90-6.31),34188 (3.25-3.42),FAILED,
111,jsat,28767 (5.90-6.31),34188 (2.24-2.41),FAILED,
496,jsat,32201 (3.66-3.93),34165 (3.52-3.70),FAILED,
497,jsat,32201 (3.66-3.93),34188 (2.24-2.41),FAILED,
498,jsat,32201 (3.66-3.93),34188 (3.25-3.42),FAILED,
500,jsat,32201 (3.66-3.93),34188 (4.28-4.45),FAILED,
501,jsat,32201 (3.66-3.93),34188 (4.90-5.06),FAILED,
78,jsat,28767 (5.90-6.31),32233 (3.81-4.00),FAILED,
502,jsat,32201 (3.66-3.93),34189 (2.87-3.20),FAILED,
512,jsat,32201 (4.55-4.81),32228 (3.72-4.00),FAILED,
516,jsat,32201 (4.55-4.81),32233 (3.81-4.00),FAILED,
518,jsat,32201 (4.55-4.81),32234 (3.50-3.70),FAILED,
528,jsat,32201 (4.55-4.81),32238 (2.46-2.72),FAILED,
532,jsat,32201 (4.55-4.81),32239 (3.20-3.40),FAILED,
94,jsat,28767 (5.90-6.31),32239 (3.20-3.40),FAILED,
90,jsat,28767 (5.90-6.31),32238 (2.46-2.72),FAILED,
80,jsat,28767 (5.90-6.31),32234 (3.50-3.70),FAILED,
549,jsat,32201 (4.55-4.81),34188 (2.24-2.41),FAILED,
550,jsat,32201 (4.55-4.81),34188 (3.25-3.42),FAILED,
508,jsat,32201 (4.55-4.81),32225 (2.70-3.00),FAILED,
1608,jsat,32239 (5.80-6.10),34188 (4.90-5.06),FAILED,
928,jsat,32228 (5.22-5.50),34188 (4.28-4.45),FAILED,
697,jsat,32225 (3.52-3.70),34188 (2.24-2.41),FAILED,
1351,jsat,32237 (2.37-2.98),32238 (2.46-2.72),FAILED,
1341,jsat,32235 (6.49-6.84),34188 (3.25-3.42),FAILED,
1340,jsat,32235 (6.49-6.84),34188 (2.24-2.41),FAILED,
1323,jsat,32235 (6.49-6.84),32239 (3.20-3.40),FAILED,
1319,jsat,32235 (6.49-6.84),32238 (2.46-2.72),FAILED,
1311,jsat,32235 (6.07-6.42),34189 (2.87-3.20),FAILED,
1355,jsat,32237 (2.37-2.98),32239 (3.20-3.40),FAILED,
1307,jsat,32235 (6.07-6.42),34188 (3.25-3.42),FAILED,
1289,jsat,32235 (6.07-6.42),32239 (3.20-3.40),FAILED,
1285,jsat,32235 (6.07-6.42),32238 (2.46-2.72),FAILED,
1277,jsat,32235 (5.55-5.98),34189 (2.87-3.20),FAILED,
1273,jsat,32235 (5.55-5.98),34188 (3.25-3.42),FAILED,
1272,jsat,32235 (5.55-5.98),34188 (2.24-2.41),FAILED,
1255,jsat,32235 (5.55-5.98),32239 (3.20-3.40),FAILED,
1306,jsat,32235 (6.07-6.42),34188 (2.24-2.41),FAILED,
1372,jsat,32237 (2.37-2.98),34188 (2.24-2.41),FAILED,
1373,jsat,32237 (2.37-2.98),34188 (3.25-3.42),FAILED,
1375,jsat,32237 (2.37-2.98),34188 (4.28-4.45),FAILED,
1415,jsat,32238 (2.46-2.72),32239 (3.20-3.40),FAILED,
1409,jsat,32237 (3.74-4.01),34189 (2.87-3.20),FAILED,
1408,jsat,32237 (3.74-4.01),34188 (4.90-5.06),FAILED,
1407,jsat,32237 (3.74-4.01),34188 (4.28-4.45),FAILED,
1406,jsat,32237 (3.74-4.01),34188 (4.04-4.20),FAILED,
1405,jsat,32237 (3.74-4.01),34188 (3.25-3.42),FAILED,
1404,jsat,32237 (3.74-4.01),34188 (2.24-2.41),FAILED,
1403,jsat,32237 (3.74-4.01),34165 (3.52-3.70),FAILED,
1402,jsat,32237 (3.74-4.01),34165 (2.00-2.33),FAILED,
1392,jsat,32237 (3.74-4.01),32239 (2.11-2.47),FAILED,
1391,jsat,32237 (3.74-4.01),32238 (3.58-3.84),FAILED,
1387,jsat,32237 (3.74-4.01),32239 (3.20-3.40),FAILED,
1383,jsat,32237 (3.74-4.01),32238 (2.46-2.72),FAILED,
1377,jsat,32237 (2.37-2.98),34189 (2.87-3.20),FAILED,
1376,jsat,32237 (2.37-2.98),34188 (4.90-5.06),FAILED,
1251,jsat,32235 (5.55-5.98),32238 (2.46-2.72),FAILED,
1243,jsat,32235 (4.03-5.00),34189 (2.87-3.20),FAILED,
1242,jsat,32235 (4.03-5.00),34188 (4.90-5.06),FAILED,
1241,jsat,32235 (4.03-5.00),34188 (4.28-4.45),FAILED,
1136,jsat,32234 (4.69-4.94),34189 (2.87-3.20),FAILED,
1135,jsat,32234 (4.69-4.94),34188 (4.90-5.06),FAILED,
1134,jsat,32234 (4.69-4.94),34188 (4.28-4.45),FAILED,
1132,jsat,32234 (4.69-4.94),34188 (3.25-3.42),FAILED,
1131,jsat,32234 (4.69-4.94),34188 (2.24-2.41),FAILED,
1130,jsat,32234 (4.69-4.94),34165 (3.52-3.70),FAILED,
1114,jsat,32234 (4.69-4.94),32239 (3.20-3.40),FAILED,
1110,jsat,32234 (4.69-4.94),32238 (2.46-2.72),FAILED,
1100,jsat,32234 (3.50-3.70),34189 (6.25-6.50),FAILED,
1099,jsat,32234 (3.50-3.70),34189 (5.25-5.50),FAILED,
1098,jsat,32234 (3.50-3.70),34189 (4.25-4.50),FAILED,
1097,jsat,32234 (3.50-3.70),34189 (2.87-3.20),FAILED,
1096,jsat,32234 (3.50-3.70),34188 (4.90-5.06),FAILED,
1095,jsat,32234 (3.50-3.70),34188 (4.28-4.45),FAILED,
1094,jsat,32234 (3.50-3.70),34188 (4.04-4.20),FAILED,
1146,jsat,32234 (5.10-5.55),32235 (6.49-6.84),FAILED,
1416,jsat,32238 (2.46-2.72),32239 (3.90-4.20),FAILED,
1149,jsat,32234 (5.10-5.55),32238 (2.46-2.72),FAILED,
1168,jsat,32234 (5.10-5.55),34165 (2.00-2.33),FAILED,
1239,jsat,32235 (4.03-5.00),34188 (3.25-3.42),FAILED,
1238,jsat,32235 (4.03-5.00),34188 (2.24-2.41),FAILED,
1221,jsat,32235 (4.03-5.00),32239 (3.20-3.40),FAILED,
1217,jsat,32235 (4.03-5.00),32238 (2.46-2.72),FAILED,
1205,jsat,32235 (3.49-3.87),34188 (3.25-3.42),FAILED,
1204,jsat,32235 (3.49-3.87),34188 (2.24-2.41),FAILED,
1187,jsat,32235 (3.49-3.87),32239 (3.20-3.40),FAILED,
1183,jsat,32235 (3.49-3.87),32238 (2.46-2.72),FAILED,
1175,jsat,32234 (5.10-5.55),34189 (2.87-3.20),FAILED,
1174,jsat,32234 (5.10-5.55),34188 (4.90-5.06),FAILED,
1173,jsat,32234 (5.10-5.55),34188 (4.28-4.45),FAILED,
1172,jsat,32234 (5.10-5.55),34188 (4.04-4.20),FAILED,
1171,jsat,32234 (5.10-5.55),34188 (3.25-3.42),FAILED,
1170,jsat,32234 (5.10-5.55),34188 (2.24-2.41),FAILED,
1169,jsat,32234 (5.10-5.55),34165 (3.52-3.70),FAILED,
1153,jsat,32234 (5.10-5.55),32239 (3.20-3.40),FAILED,
1417,jsat,32238 (2.46-2.72),32239 (4.56-4.95),FAILED,
1418,jsat,32238 (2.46-2.72),32239 (5.80-6.10),FAILED,
1419,jsat,32238 (2.46-2.72),32239 (2.11-2.47),FAILED,
1650,jsat,32239 (2.11-2.47),34188 (3.25-3.42),FAILED,
1546,jsat,32239 (3.90-4.20),32238 (3.58-3.84),FAILED,
1543,jsat,32239 (3.20-3.40),34189 (6.25-6.50),FAILED,
1542,jsat,32239 (3.20-3.40),34189 (5.25-5.50),FAILED,
1541,jsat,32239 (3.20-3.40),34189 (4.25-4.50),FAILED,
1540,jsat,32239 (3.20-3.40),34189 (2.87-3.20),FAILED,
1539,jsat,32239 (3.20-3.40),34188 (4.90-5.06),FAILED,
1538,jsat,32239 (3.20-3.40),34188 (4.28-4.45),FAILED,
1537,jsat,32239 (3.20-3.40),34188 (4.04-4.20),FAILED,
1536,jsat,32239 (3.20-3.40),34188 (3.25-3.42),FAILED,
1535,jsat,32239 (3.20-3.40),34188 (2.24-2.41),FAILED,
1534,jsat,32239 (3.20-3.40),34165 (3.52-3.70),FAILED,
1533,jsat,32239 (3.20-3.40),34165 (2.00-2.33),FAILED,
1523,jsat,32239 (3.20-3.40),32238 (3.58-3.84),FAILED,
1517,jsat,32238 (6.40-6.80),34189 (2.87-3.20),FAILED,
1649,jsat,32239 (2.11-2.47),34188 (2.24-2.41),FAILED,
1516,jsat,32238 (6.40-6.80),34188 (4.90-5.06),FAILED,
1579,jsat,32239 (4.56-4.95),34165 (2.00-2.33),FAILED,
1581,jsat,32239 (4.56-4.95),34188 (2.24-2.41),FAILED,
1609,jsat,32239 (5.80-6.10),34189 (2.87-3.20),FAILED,
1606,jsat,32239 (5.80-6.10),34188 (4.04-4.20),FAILED,
1605,jsat,32239 (5.80-6.10),34188 (3.25-3.42),FAILED,
1604,jsat,32239 (5.80-6.10),34188 (2.24-2.41),FAILED,
1603,jsat,32239 (5.80-6.10),34165 (3.52-3.70),FAILED,
1602,jsat,32239 (5.80-6.10),34165 (2.00-2.33),FAILED,
1586,jsat,32239 (4.56-4.95),34189 (2.87-3.20),FAILED,
1627,jsat,32238 (3.58-3.84),34188 (2.24-2.41),FAILED,
1628,jsat,32238 (3.58-3.84),34188 (3.25-3.42),FAILED,
1585,jsat,32239 (4.56-4.95),34188 (4.90-5.06),FAILED,
1584,jsat,32239 (4.56-4.95),34188 (4.28-4.45),FAILED,
1631,jsat,32238 (3.58-3.84),34188 (4.90-5.06),FAILED,
1632,jsat,32238 (3.58-3.84),34189 (2.87-3.20),FAILED,
1583,jsat,32239 (4.56-4.95),34188 (4.04-4.20),FAILED,
1582,jsat,32239 (4.56-4.95),34188 (3.25-3.42),FAILED,
1580,jsat,32239 (4.56-4.95),34165 (3.52-3.70),FAILED,
1093,jsat,32234 (3.50-3.70),34188 (3.25-3.42),FAILED,
1515,jsat,32238 (6.40-6.80),34188 (4.28-4.45),FAILED,
1513,jsat,32238 (6.40-6.80),34188 (3.25-3.42),FAILED,
1457,jsat,32238 (4.63-5.06),34165 (3.52-3.70),FAILED,
1456,jsat,32238 (4.63-5.06),34165 (2.00-2.33),FAILED,
1446,jsat,32238 (4.63-5.06),32239 (2.11-2.47),FAILED,
1442,jsat,32238 (4.63-5.06),32239 (3.20-3.40),FAILED,
1439,jsat,32238 (2.46-2.72),34189 (6.25-6.50),FAILED,
1438,jsat,32238 (2.46-2.72),34189 (5.25-5.50),FAILED,
1437,jsat,32238 (2.46-2.72),34189 (4.25-4.50),FAILED,
1436,jsat,32238 (2.46-2.72),34189 (2.87-3.20),FAILED,
1435,jsat,32238 (2.46-2.72),34188 (4.90-5.06),FAILED,
1434,jsat,32238 (2.46-2.72),34188 (4.28-4.45),FAILED,
1433,jsat,32238 (2.46-2.72),34188 (4.04-4.20),FAILED,
1432,jsat,32238 (2.46-2.72),34188 (3.25-3.42),FAILED,
1431,jsat,32238 (2.46-2.72),34188 (2.24-2.41),FAILED,
1430,jsat,32238 (2.46-2.72),34165 (3.52-3.70),FAILED,
1429,jsat,32238 (2.46-2.72),34165 (2.00-2.33),FAILED,
1458,jsat,32238 (4.63-5.06),34188 (2.24-2.41),FAILED,
1514,jsat,32238 (6.40-6.80),34188 (4.04-4.20),FAILED,
1459,jsat,32238 (4.63-5.06),34188 (3.25-3.42),FAILED,
1461,jsat,32238 (4.63-5.06),34188 (4.28-4.45),FAILED,
1512,jsat,32238 (6.40-6.80),34188 (2.24-2.41),FAILED,
1511,jsat,32238 (6.40-6.80),34165 (3.52-3.70),FAILED,
1510,jsat,32238 (6.40-6.80),34165 (2.00-2.33),FAILED,
1496,jsat,32238 (6.40-6.80),32239 (3.20-3.40),FAILED,
1490,jsat,32238 (5.72-6.08),34189 (2.87-3.20),FAILED,
1489,jsat,32238 (5.72-6.08),34188 (4.90-5.06),FAILED,
1488,jsat,32238 (5.72-6.08),34188 (4.28-4.45),FAILED,
1487,jsat,32238 (5.72-6.08),34188 (4.04-4.20),FAILED,
