,Quantity,Signal 1,Signal 2,DTW,
309,jsat,30506 (4.93-5.03),32234 (4.69-4.94),9.223372036854776e+18,
310,jsat,30506 (4.93-5.03),32234 (5.10-5.55),9.223372036854776e+18,
311,jsat,30506 (4.93-5.03),32235 (3.49-3.87),9.223372036854776e+18,
312,jsat,30506 (4.93-5.03),32235 (4.03-5.00),9.223372036854776e+18,
313,jsat,30506 (4.93-5.03),32235 (5.55-5.98),9.223372036854776e+18,
314,jsat,30506 (4.93-5.03),32235 (6.07-6.42),9.223372036854776e+18,
315,jsat,30506 (4.93-5.03),32235 (6.49-6.84),9.223372036854776e+18,
316,jsat,30506 (4.93-5.03),32237 (2.37-2.98),9.223372036854776e+18,
343,jsat,30506 (4.93-5.03),34188 (4.90-5.06),9.223372036854776e+18,
342,jsat,30506 (4.93-5.03),34188 (4.28-4.45),9.223372036854776e+18,
317,jsat,30506 (4.93-5.03),32237 (3.74-4.01),9.223372036854776e+18,
305,jsat,30506 (4.93-5.03),32228 (6.20-6.48),9.223372036854776e+18,
262,jsat,30506 (4.31-4.41),32238 (4.63-5.06),9.223372036854776e+18,
185,jsat,30506 (3.53-3.71),32225 (3.52-3.70),9.223372036854776e+18,
447,jsat,32233 (2.76-2.96),34188 (4.04-4.20),9.223372036854776e+18,
535,jsat,32201 (4.55-4.81),32239 (5.80-6.10),9.223372036854776e+18,
16,jsat,28767 (2.00-2.50),32228 (6.20-6.48),9.223372036854776e+18,
22,jsat,28767 (2.00-2.50),32235 (3.49-3.87),9.223372036854776e+18,
24,jsat,28767 (2.00-2.50),32235 (5.55-5.98),9.223372036854776e+18,
25,jsat,28767 (2.00-2.50),32235 (6.07-6.42),9.223372036854776e+18,
246,jsat,30506 (4.31-4.41),32228 (4.42-4.72),9.223372036854776e+18,
534,jsat,32201 (4.55-4.81),32239 (4.56-4.95),9.223372036854776e+18,
529,jsat,32201 (4.55-4.81),32238 (4.63-5.06),9.223372036854776e+18,
527,jsat,32201 (4.55-4.81),32237 (3.74-4.01),9.223372036854776e+18,
248,jsat,30506 (4.31-4.41),32228 (6.20-6.48),9.223372036854776e+18,
446,jsat,32233 (2.76-2.96),34188 (3.25-3.42),9.223372036854776e+18,
244,jsat,30506 (4.31-4.41),32225 (5.52-5.95),9.223372036854776e+18,
37,jsat,28767 (2.00-2.50),32238 (3.58-3.84),9.223372036854776e+18,
250,jsat,30506 (4.31-4.41),32233 (5.05-5.33),9.223372036854776e+18,
252,jsat,30506 (4.31-4.41),32234 (4.69-4.94),9.223372036854776e+18,
253,jsat,30506 (4.31-4.41),32234 (5.10-5.55),9.223372036854776e+18,
254,jsat,30506 (4.31-4.41),32235 (3.49-3.87),9.223372036854776e+18,
255,jsat,30506 (4.31-4.41),32235 (4.03-5.00),9.223372036854776e+18,
256,jsat,30506 (4.31-4.41),32235 (5.55-5.98),9.223372036854776e+18,
257,jsat,30506 (4.31-4.41),32235 (6.07-6.42),9.223372036854776e+18,
258,jsat,30506 (4.31-4.41),32235 (6.49-6.84),9.223372036854776e+18,
259,jsat,30506 (4.31-4.41),32237 (2.37-2.98),9.223372036854776e+18,
260,jsat,30506 (4.31-4.41),32237 (3.74-4.01),9.223372036854776e+18,
213,jsat,30506 (3.53-3.71),32239 (2.11-2.47),9.223372036854776e+18,
38,jsat,28767 (2.00-2.50),32239 (2.11-2.47),9.223372036854776e+18,
14,jsat,28767 (2.00-2.50),32228 (4.42-4.72),9.223372036854776e+18,
12,jsat,28767 (2.00-2.50),32225 (5.52-5.95),9.223372036854776e+18,
243,jsat,30506 (4.31-4.41),32225 (4.52-4.95),9.223372036854776e+18,
579,jsat,32201 (5.90-6.20),32237 (3.74-4.01),9.223372036854776e+18,
1,jsat,28767 (2.00-2.50),30506 (3.53-3.71),9.223372036854776e+18,
578,jsat,32201 (5.90-6.20),32237 (2.37-2.98),9.223372036854776e+18,
576,jsat,32201 (5.90-6.20),32235 (6.07-6.42),9.223372036854776e+18,
575,jsat,32201 (5.90-6.20),32235 (5.55-5.98),9.223372036854776e+18,
574,jsat,32201 (5.90-6.20),32235 (4.03-5.00),9.223372036854776e+18,
572,jsat,32201 (5.90-6.20),32234 (5.10-5.55),9.223372036854776e+18,
230,jsat,30506 (3.53-3.71),34189 (2.87-3.20),9.223372036854776e+18,
227,jsat,30506 (3.53-3.71),34188 (4.04-4.20),9.223372036854776e+18,
2,jsat,28767 (2.00-2.50),30506 (4.31-4.41),9.223372036854776e+18,
224,jsat,30506 (3.53-3.71),34165 (3.52-3.70),9.223372036854776e+18,
223,jsat,30506 (3.53-3.71),34165 (2.00-2.33),9.223372036854776e+18,
236,jsat,30506 (4.31-4.41),32201 (2.55-2.77),9.223372036854776e+18,
571,jsat,32201 (5.90-6.20),32234 (4.69-4.94),9.223372036854776e+18,
569,jsat,32201 (5.90-6.20),32233 (5.05-5.33),9.223372036854776e+18,
237,jsat,30506 (4.31-4.41),32233 (2.76-2.96),9.223372036854776e+18,
238,jsat,30506 (4.31-4.41),32201 (3.66-3.93),9.223372036854776e+18,
2282,jsat,34188 (3.25-3.42),34189 (2.87-3.20),9.223372036854776e+18,
563,jsat,32201 (5.90-6.20),32225 (5.52-5.95),9.223372036854776e+18,
561,jsat,32201 (5.90-6.20),32225 (3.52-3.70),9.223372036854776e+18,
239,jsat,30506 (4.31-4.41),32201 (4.55-4.81),9.223372036854776e+18,
553,jsat,32201 (4.55-4.81),34188 (4.90-5.06),9.223372036854776e+18,
240,jsat,30506 (4.31-4.41),32201 (5.90-6.20),9.223372036854776e+18,
3,jsat,28767 (2.00-2.50),30506 (4.93-5.03),9.223372036854776e+18,
242,jsat,30506 (4.31-4.41),32225 (3.52-3.70),9.223372036854776e+18,
212,jsat,30506 (3.53-3.71),32238 (3.58-3.84),9.223372036854776e+18,
211,jsat,30506 (3.53-3.71),32239 (5.80-6.10),9.223372036854776e+18,
132,jsat,30506 (3.21-3.27),32228 (4.42-4.72),9.223372036854776e+18,
197,jsat,30506 (3.53-3.71),32235 (3.49-3.87),9.223372036854776e+18,
202,jsat,30506 (3.53-3.71),32237 (2.37-2.98),9.223372036854776e+18,
207,jsat,30506 (3.53-3.71),32238 (6.40-6.80),9.223372036854776e+18,
199,jsat,30506 (3.53-3.71),32235 (5.55-5.98),9.223372036854776e+18,
203,jsat,30506 (3.53-3.71),32237 (3.74-4.01),9.223372036854776e+18,
198,jsat,30506 (3.53-3.71),32235 (4.03-5.00),9.223372036854776e+18,
206,jsat,30506 (3.53-3.71),32238 (5.72-6.08),9.223372036854776e+18,
473,jsat,32201 (3.66-3.93),32235 (6.49-6.84),9.223372036854776e+18,
200,jsat,30506 (3.53-3.71),32235 (6.07-6.42),9.223372036854776e+18,
495,jsat,32201 (3.66-3.93),34165 (2.00-2.33),9.223372036854776e+18,
499,jsat,32201 (3.66-3.93),34188 (4.04-4.20),9.223372036854776e+18,
201,jsat,30506 (3.53-3.71),32235 (6.49-6.84),9.223372036854776e+18,
210,jsat,30506 (3.53-3.71),32239 (4.56-4.95),9.223372036854776e+18,
581,jsat,32201 (5.90-6.20),32238 (4.63-5.06),9.223372036854776e+18,
196,jsat,30506 (3.53-3.71),32234 (5.10-5.55),9.223372036854776e+18,
195,jsat,30506 (3.53-3.71),32234 (4.69-4.94),9.223372036854776e+18,
193,jsat,30506 (3.53-3.71),32233 (5.05-5.33),9.223372036854776e+18,
205,jsat,30506 (3.53-3.71),32238 (4.63-5.06),9.223372036854776e+18,
1831,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1898,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1912,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1830,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1911,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1910,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1868,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1866,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1909,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1908,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1907,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1832,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2415,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1867,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1899,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1906,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1905,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1904,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1903,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2433,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1902,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1901,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1900,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2419,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2420,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1828,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1870,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1818,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2417,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1877,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1819,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2416,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1820,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1821,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1822,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1878,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2418,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1823,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1824,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1825,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2436,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1876,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2435,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1875,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1874,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1873,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1872,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2405,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2434,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1826,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1879,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1871,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1827,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1880,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1897,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1829,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1869,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1896,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1837,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1834,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1894,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2409,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1886,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1887,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1849,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1850,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1851,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1852,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1853,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2410,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1854,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1855,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1856,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1857,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1888,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1889,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2422,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1862,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1892,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2413,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1861,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2412,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1860,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1848,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1859,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1893,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2414,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1891,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1890,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1858,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2421,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2411,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1833,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1885,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1895,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1835,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1836,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1838,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1839,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1840,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1841,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2432,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2406,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2407,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1865,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1864,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1863,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1881,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2408,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1882,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1817,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1842,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1884,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1883,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2423,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1846,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
2424,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2426,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1847,jsat,32931 (5.70-6.00),34189 (6.25-6.50),Could not retreive ua3 data,
1845,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2427,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2428,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1843,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2429,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2430,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2431,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1844,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2425,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2278,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
1816,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1696,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1695,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1694,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1693,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1692,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1691,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1690,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1689,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1688,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1687,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1686,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2473,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1697,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2474,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1685,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1684,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1683,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1682,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1681,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1680,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1679,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1678,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1677,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1676,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1675,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1674,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2475,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1698,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1699,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1700,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1720,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1719,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1718,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1717,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1716,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1715,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1714,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1713,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1712,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1711,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1710,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1709,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1708,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1707,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1706,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2466,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2467,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2468,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1705,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1704,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1703,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2469,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2470,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2471,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2472,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1702,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1701,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1673,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1721,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1672,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1670,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1642,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1641,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1640,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1639,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1638,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1637,jsat,32238 (3.58-3.84),34189 (6.25-6.50),Could not retreive ua3 data,
1636,jsat,32238 (3.58-3.84),34189 (6.25-6.50),Could not retreive ua3 data,
2491,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2492,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2493,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2494,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2495,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1643,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
2496,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2498,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1624,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1623,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1622,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1621,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1620,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1619,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1618,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1617,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1616,jsat,32238 (3.58-3.84),32239 (2.11-2.47),Could not retreive ua3 data,
1614,jsat,32239 (5.80-6.10),34189 (6.25-6.50),Could not retreive ua3 data,
1613,jsat,32239 (5.80-6.10),34189 (6.25-6.50),Could not retreive ua3 data,
2497,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1644,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1645,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1646,jsat,32239 (2.11-2.47),32238 (3.58-3.84),Could not retreive ua3 data,
1669,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1668,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1667,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1666,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1665,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1664,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1663,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1662,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1661,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1660,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
1659,jsat,32239 (2.11-2.47),34189 (6.25-6.50),Could not retreive ua3 data,
